OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1550;0.0;;GM1735;;;;GM1735;;;;GM1735;;;False;False;False;52.210216845625524;6.534152636708886;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
751;0.0;;GM1942;;;;GM1942;;;;GM1942;;;False;False;False;52.31740175499217;5.060909368800128;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
752;0.0;;GM0377;;;;GM0377;;;;GM0377;;;False;False;False;52.313208801323825;4.566733699832862;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
753;0.0;;GM0437;;;;GM0437;;;;GM0437;;;False;False;False;52.31237718545156;4.905503342910754;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
754;0.0;;GM1942;;;;GM1942;;;;GM1942;;;False;False;False;52.3130518593605;5.118133145608547;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
755;0.0;;GM0362;;;;GM0362;;;;GM0362;;;False;False;False;52.31147246399532;4.904046730841872;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
756;0.0;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.310938944108216;5.003767554908423;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
757;0.0;;GM0575;;;;GM0575;;;;GM0575;;;False;False;False;52.30778605372365;4.562434808949144;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
758;0.0;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.310030651608784;5.000842664325596;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
759;0.0;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.308316400561296;5.027251074908081;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
760;1.0;;GM0534;;;;GM0534;;;;GM0534;;;False;False;False;52.30446070153229;4.602084693989181;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
