actualitei;typefungeb;terr_naam;terr_opp_m;accomm_id;accomm_nm;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;n_out_kuns;n_out_natu;sport;search_dis;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
2019-01-01;sportterrein, sportcomplex;0;19761;641;De Bining;1991;160887.0;571785.0;Sportlaan 7b;8822vm;arum;súdwest-fryslân;friesland;1;1;voetbal;0;BU19001303;GM1900;8822;8822VM;BU19001303;GM1900;8822;8822VM;BU19001303;GM1900;8822;8822VM;False;False;False;53.133000699917275;5.475235147049181;MULTIPOLYGON (((5.474217 53.132832, 5.474519 53.133214, 5.474558 53.133273, 5.474891 53.133749, 5.474989 53.133873, 5.47503 53.133931, 5.476799 53.133352, 5.476213 53.132649, 5.475539 53.132866, 5.475445 53.13281, 5.475189 53.132527, 5.474873 53.132133, 5.474759 53.131965, 5.474713 53.131918, 5.474501 53.132005, 5.473883 53.132411, 5.473907 53.132441, 5.474194 53.132803, 5.474217 53.132832)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;25233;18072;sportterrein vierkantsdijk;1935;158048.0;575857.0;vierkantsdijk 1;8862be;harlingen;harlingen;friesland;2;1;voetbal;0;BU00720004;GM0072;8862;8862BA;BU00720004;GM0072;8862;8862BA;BU00720004;GM0072;8862;8862BA;False;False;False;53.169868684589694;5.433022215728504;MULTIPOLYGON (((5.434038 53.170289, 5.434369 53.170235, 5.434761 53.170174, 5.43434 53.16917, 5.434055 53.169214, 5.433385 53.169314, 5.433184 53.169343, 5.433161 53.169291, 5.433141 53.169244, 5.431302 53.16952, 5.431308 53.169536, 5.43138 53.169713, 5.431391 53.169742, 5.431706 53.170463, 5.431729 53.17049, 5.431756 53.170502, 5.431789 53.170507, 5.432314 53.170512, 5.432994 53.170529, 5.433008 53.170489, 5.433018 53.170461, 5.43335 53.170412, 5.433567 53.17038, 5.433572 53.170392, 5.433646 53.170381, 5.43369 53.170341, 5.434038 53.170289)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;43993;18071;sportpark de robbenplaat;0;158190.0;575166.0;achlumerdijk 6;8862aj;harlingen;harlingen;friesland;3;1;voetbal;0;BU00720004;GM0072;8862;8862AJ;BU00720004;GM0072;8862;8862AJ;BU00720004;GM0072;8862;8862AJ;False;False;False;53.162681633593834;5.435830642071733;MULTIPOLYGON (((5.435668 53.163529, 5.436624 53.163596, 5.436648 53.163597, 5.436732 53.163174, 5.437954 53.16326, 5.438177 53.162222, 5.43685 53.162127, 5.436871 53.162024, 5.43658 53.162002, 5.43581 53.161945, 5.435831 53.161786, 5.435509 53.161763, 5.435497 53.161777, 5.435479 53.161788, 5.435451 53.161792, 5.435414 53.16179, 5.435399 53.161868, 5.434497 53.161797, 5.434114 53.161767, 5.433868 53.162972, 5.4338 53.163352, 5.43465 53.163421, 5.434918 53.163435, 5.434993 53.163388, 5.435066 53.163395, 5.435054 53.163452, 5.435349 53.163472, 5.43541 53.163506, 5.435668 53.163529)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2017-01-01;sportterrein, sportcomplex;0;35244;18057;sportterrein tzum;1994;166647.0;574322.0;smidsreed 3;8804nh;tzum;waadhoeke;friesland;0;2;voetbal;0;BU19494800;GM1949;8804;8804NH;BU19494800;GM1949;8804;8804NH;BU19494800;GM1949;8804;8804NH;False;False;False;53.155387920175826;5.561145967765129;MULTIPOLYGON (((5.559991 53.156439, 5.560534 53.156039, 5.560572 53.15606, 5.560636 53.156076, 5.560709 53.156082, 5.560788 53.156074, 5.56091 53.155986, 5.56085 53.155957, 5.560859 53.155948, 5.560947 53.155876, 5.561194 53.155694, 5.561171 53.155683, 5.561285 53.155599, 5.561312 53.155613, 5.561354 53.155581, 5.561391 53.1556, 5.561431 53.15557, 5.561484 53.155596, 5.561725 53.155418, 5.562384 53.155732, 5.562713 53.155878, 5.562867 53.155937, 5.562871 53.155937, 5.562895 53.155938, 5.562927 53.155929, 5.562949 53.155915, 5.562965 53.155905, 5.563043 53.155838, 5.563203 53.155732, 5.563255 53.155702, 5.563448 53.155564, 5.563839 53.155285, 5.563846 53.155247, 5.563777 53.15521, 5.562022 53.154419, 5.561976 53.154402, 5.561286 53.155205, 5.561256 53.155238, 5.561252 53.155242, 5.561098 53.155172, 5.561076 53.155154, 5.560438 53.154853, 5.560148 53.154713, 5.559998 53.154643, 5.559938 53.154616, 5.559911 53.154622, 5.559414 53.155006, 5.559127 53.155214, 5.559099 53.155246, 5.559273 53.155325, 5.559193 53.155396, 5.558793 53.155692, 5.559239 53.155901, 5.559181 53.155945, 5.559167 53.156062, 5.559991 53.156439)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;39912;18055;sportpark de lytse trije;1989;161808.0;581049.0;spoardyk 4;8855hw;sexbierum;waadhoeke;friesland;1;1;voetbal;0;BU19494401;GM1949;8855;8855HW;BU19494401;GM1949;8855;8855HW;BU19494401;GM1949;8855;8855HW;False;False;False;53.21593701661707;5.491050039389921;MULTIPOLYGON (((5.488962 53.216298, 5.489036 53.216394, 5.489064 53.21639, 5.489234 53.21639, 5.490185 53.216422, 5.491409 53.216595, 5.492278 53.216712, 5.493325 53.216853, 5.493333 53.216855, 5.493409 53.216612, 5.493624 53.215937, 5.493619 53.215916, 5.493604 53.215906, 5.49357 53.215896, 5.493509 53.215892, 5.49343 53.215885, 5.493317 53.21589, 5.493061 53.215895, 5.492875 53.215875, 5.492606 53.215841, 5.492384 53.215811, 5.491797 53.215777, 5.491627 53.215757, 5.491429 53.215726, 5.491422 53.215726, 5.491449 53.215577, 5.491468 53.215472, 5.491521 53.21524, 5.491583 53.214828, 5.49084 53.214785, 5.490704 53.214781, 5.490539 53.21478, 5.490345 53.214792, 5.490177 53.21481, 5.490173 53.214835, 5.490076 53.215633, 5.490044 53.215635, 5.489051 53.215651, 5.488961 53.215666, 5.488192 53.215751, 5.488187 53.215758, 5.488144 53.215954, 5.488199 53.215959, 5.488173 53.216062, 5.488215 53.216092, 5.488995 53.216159, 5.488964 53.21629, 5.488962 53.216298)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;69039;18044;sportpark hertog van saxenlaan;0;165158.0;578233.0;jan rodenhuisplein 1;8801et;franeker;waadhoeke;friesland;2;3;voetbal;0;BU19492811;GM1949;8801;8801ET;BU19492811;GM1949;8801;8801ET;BU19492811;GM1949;8801;8801ET;False;False;False;53.19122230851622;5.539087695496379;MULTIPOLYGON (((5.536635 53.190718, 5.537002 53.19122, 5.537248 53.191557, 5.53759 53.191964, 5.537553 53.192318, 5.537526 53.192456, 5.537562 53.192474, 5.537619 53.192483, 5.538027 53.192407, 5.538038 53.192418, 5.538218 53.192691, 5.538266 53.192705, 5.539116 53.192505, 5.539121 53.192504, 5.539172 53.19259, 5.539528 53.193132, 5.539595 53.19323, 5.54036 53.193052, 5.540276 53.192915, 5.5402 53.192792, 5.540049 53.192541, 5.540316 53.19248, 5.540347 53.192471, 5.540367 53.19246, 5.540615 53.192141, 5.540584 53.192093, 5.54058 53.192088, 5.540688 53.192063, 5.540717 53.192033, 5.54046 53.19163, 5.540053 53.191725, 5.540032 53.191693, 5.539788 53.191324, 5.539677 53.19134, 5.539596 53.191221, 5.53963 53.191158, 5.539661 53.191103, 5.540396 53.191022, 5.541324 53.19092, 5.540662 53.189745, 5.54056 53.189559, 5.540364 53.189603, 5.540375 53.189626, 5.540251 53.189639, 5.539898 53.189678, 5.539671 53.189703, 5.539366 53.18973, 5.539043 53.189757, 5.538911 53.189771, 5.538768 53.189794, 5.538687 53.18981, 5.538004 53.189927, 5.537998 53.189919, 5.537844 53.189943, 5.538081 53.190476, 5.537079 53.190689, 5.536861 53.190682, 5.536844 53.190681, 5.536635 53.190718)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;32851;18053;sportpark buorren;1970;165784.0;583264.0;Vogels' tún 24;8851hv;tzummarum;waadhoeke;friesland;0;2;voetbal;0;BU19494902;GM1949;8851;8851HV;BU19494902;GM1949;8851;8851HV;BU19494902;GM1949;8851;8851HV;False;False;False;53.2346499846222;5.548925232453297;MULTIPOLYGON (((5.548798 53.233677, 5.548643 53.233858, 5.548399 53.234088, 5.547948 53.23448, 5.547734 53.2346, 5.547612 53.234687, 5.547187 53.235087, 5.547173 53.235148, 5.548038 53.235515, 5.547998 53.235567, 5.547767 53.235467, 5.54745 53.235739, 5.548091 53.23601, 5.548212 53.235909, 5.548254 53.235922, 5.548322 53.235862, 5.548719 53.236022, 5.548737 53.236028, 5.548927 53.235847, 5.548871 53.235826, 5.548843 53.235796, 5.548841 53.23577, 5.548902 53.235711, 5.548785 53.235665, 5.549557 53.234958, 5.54957 53.234943, 5.549815 53.234658, 5.550096 53.234342, 5.550001 53.234307, 5.550099 53.234211, 5.550281 53.234277, 5.550733 53.233882, 5.550748 53.233877, 5.551016 53.233633, 5.550167 53.233298, 5.549539 53.233877, 5.548884 53.233595, 5.548798 53.233677)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2021-07-01;sportterrein, sportcomplex;0;38776;18012;sportterrein easterlittens;1909;172761.0;571938.0;it hynstewaed 15e;8835xc;easterlittens;leeuwarden;friesland;0;3;voetbal;0;BU00808116;GM0080;8835;8835ZA;BU00808116;GM0080;8835;8835ZA;BU00808116;GM0080;8835;8835ZA;False;False;False;53.134106922973984;5.653668376770978;MULTIPOLYGON (((5.654169 53.135393, 5.655349 53.134388, 5.655365 53.134362, 5.654191 53.134003, 5.654179 53.134, 5.654176 53.134, 5.654125 53.134001, 5.654116 53.134001, 5.654073 53.133971, 5.654132 53.133927, 5.654201 53.133875, 5.654416 53.133713, 5.654429 53.133703, 5.654515 53.133638, 5.654685 53.13351, 5.654687 53.133508, 5.654931 53.133324, 5.654954 53.133307, 5.654977 53.133289, 5.655233 53.133097, 5.655233 53.133084, 5.655221 53.133074, 5.654222 53.1326, 5.65418 53.132592, 5.654148 53.132593, 5.654113 53.132618, 5.653585 53.132999, 5.653463 53.133094, 5.652924 53.133517, 5.653097 53.133597, 5.653019 53.13367, 5.652996 53.133677, 5.652578 53.133812, 5.652555 53.133819, 5.652463 53.133847, 5.652421 53.13386, 5.652422 53.133867, 5.652369 53.133909, 5.652335 53.133893, 5.651823 53.134294, 5.651771 53.134309, 5.651804 53.13435, 5.651804 53.13435, 5.651738 53.134368, 5.651674 53.134424, 5.651658 53.134419, 5.651597 53.13447, 5.651577 53.134463, 5.651447 53.134561, 5.651401 53.134603, 5.651468 53.13463, 5.651397 53.134695, 5.651637 53.134783, 5.651661 53.134762, 5.6517 53.134729, 5.651774 53.134666, 5.651787 53.134653, 5.651851 53.134591, 5.65192 53.134524, 5.651926 53.134518, 5.651973 53.134519, 5.653689 53.135312, 5.653725 53.135313, 5.65374 53.135306, 5.653772 53.135291, 5.653836 53.135283, 5.653872 53.135293, 5.653888 53.135298, 5.654119 53.135401, 5.654169 53.135393)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;22723;18009;sportcomplex 't loo;2001;183088.0;574062.0;loodyk 2a;9088bv;wirdum;leeuwarden;friesland;0;2;voetbal;0;BU00808001;GM0080;9088;9088BV;BU00808001;GM0080;9088;9088BV;BU00808001;GM0080;9088;9088BV;False;False;False;53.152959338479455;5.807469360910061;MULTIPOLYGON (((5.806157 53.152279, 5.806176 53.152338, 5.806037 53.152353, 5.806055 53.152406, 5.806092 53.152401, 5.806124 53.152397, 5.806597 53.153782, 5.80793 53.153641, 5.80787 53.153441, 5.808932 53.153293, 5.808599 53.152272, 5.807439 53.152402, 5.806936 53.152335, 5.80689 53.152499, 5.806722 53.152515, 5.806628 53.15223, 5.806157 53.152279)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;28838;18013;warga;1972;185815.0;573520.0;h.j. kooistrawei 24;9005re;wergea;leeuwarden;friesland;0;2;voetbal;0;BU00808004;GM0080;9005;9005PV;BU00808004;GM0080;9005;9005PV;BU00808004;GM0080;9005;9005PV;False;False;False;53.147283993405324;5.847113260978319;MULTIPOLYGON (((5.847382 53.14584, 5.84698 53.146095, 5.846936 53.146126, 5.846896 53.146165, 5.846843 53.14621, 5.84675 53.146264, 5.846723 53.146269, 5.846664 53.146283, 5.846632 53.146296, 5.846344 53.146462, 5.846223 53.146993, 5.8462 53.147499, 5.846133 53.147529, 5.846125 53.147584, 5.84613 53.147641, 5.846186 53.148343, 5.847934 53.148416, 5.847962 53.148393, 5.847968 53.148353, 5.848085 53.147437, 5.848124 53.147111, 5.847633 53.147087, 5.847642 53.147018, 5.847562 53.147016, 5.847587 53.146853, 5.847665 53.146855, 5.847723 53.146443, 5.847965 53.146397, 5.84773 53.14587, 5.847433 53.145806, 5.847382 53.14584)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;11671;18049;sportpark dronrijp;2003;172338.0;578527.0;welderingsstrjitte 3;9035cx;dronryp;waadhoeke;friesland;1;1;voetbal;0;BU19492602;GM1949;9035;9035CX;BU19492602;GM1949;9035;9035CX;BU19492602;GM1949;9035;9035CX;False;False;False;53.19354659927622;5.647396982329965;MULTIPOLYGON (((5.646519 53.193101, 5.646642 53.193325, 5.647165 53.194296, 5.647195 53.19429, 5.648311 53.194018, 5.648327 53.194014, 5.647624 53.192886, 5.647546 53.192773, 5.646614 53.193036, 5.646627 53.193059, 5.646637 53.193077, 5.646519 53.193101)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2024-01-01;sportterrein, sportcomplex;0;50602;18047;schatzenburg;1973;172998.0;579851.0;rypsterdyk 23d;9036je;menaam;waadhoeke;friesland;1;3;voetbal;0;BU19493500;GM1949;9036;9036JE;BU19493500;GM1949;9036;9036JE;BU19493500;GM1949;9036;9036JE;False;False;False;53.20516210858345;5.657017918421015;MULTIPOLYGON (((5.65613 53.206475, 5.657302 53.206121, 5.657318 53.206137, 5.658508 53.205795, 5.659338 53.205543, 5.657945 53.203862, 5.656236 53.204363, 5.656177 53.204282, 5.655546 53.204481, 5.655498 53.204496, 5.65517 53.204599, 5.655138 53.204597, 5.654962 53.204583, 5.654909 53.204903, 5.65498 53.204908, 5.654905 53.205276, 5.655415 53.205314, 5.655434 53.205315, 5.655428 53.205335, 5.655401 53.205353, 5.655219 53.205405, 5.655301 53.205504, 5.655748 53.206046, 5.65613 53.206475)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2020-01-01;sportterrein, sportcomplex;0;33775;18048;sportcomplex de fjouwer;2017;177894.0;578301.0;it holt 17;9033wh;deinum;waadhoeke;friesland;1;1;voetbal;0;BU19492400;GM1949;9033;9033WH;BU19492400;GM1949;9033;9033WH;BU19492400;GM1949;9033;9033WH;False;False;False;53.191007173459255;5.729932511657203;MULTIPOLYGON (((5.728778 53.191185, 5.7288 53.191221, 5.728854 53.191263, 5.729625 53.192246, 5.729754 53.192213, 5.73072 53.191937, 5.730769 53.19191, 5.730791 53.191883, 5.730793 53.191847, 5.73078 53.191806, 5.730694 53.191706, 5.73069 53.19169, 5.731601 53.191419, 5.731654 53.191397, 5.731681 53.191376, 5.731697 53.191355, 5.731699 53.191326, 5.731697 53.191291, 5.731181 53.190636, 5.731179 53.190634, 5.730838 53.190732, 5.730677 53.190522, 5.730639 53.190535, 5.730598 53.190486, 5.73009 53.189848, 5.729879 53.189904, 5.729833 53.189841, 5.728774 53.190143, 5.728458 53.190235, 5.728409 53.19027, 5.728368 53.190328, 5.728504 53.190477, 5.728568 53.190584, 5.728594 53.190668, 5.728627 53.190867, 5.728644 53.19096, 5.728707 53.191129, 5.728735 53.191192, 5.728778 53.191185)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2018-01-01;sportterrein, sportcomplex;0;48053;18054;sportpark de koekoek;0;172750.0;583793.0;kwekerijleane 2;9041er;berltsum;waadhoeke;friesland;1;2;voetbal;0;BU19491802;GM1949;9041;9041ER;BU19491802;GM1949;9041;9041ER;BU19491802;GM1949;9041;9041ER;False;False;False;53.24012216255622;5.652910233950501;MULTIPOLYGON (((5.654556 53.241368, 5.654599 53.241318, 5.654643 53.241333, 5.65465 53.241325, 5.654697 53.241268, 5.654782 53.241296, 5.65491 53.241157, 5.654826 53.241128, 5.654954 53.240986, 5.655318 53.241101, 5.65545 53.241149, 5.655493 53.241105, 5.655438 53.241085, 5.655658 53.240842, 5.655985 53.240471, 5.655996 53.240442, 5.655629 53.240333, 5.654557 53.239983, 5.653275 53.239575, 5.652484 53.239323, 5.651762 53.23909, 5.650942 53.238854, 5.650891 53.238886, 5.650061 53.239908, 5.650125 53.239928, 5.651181 53.240241, 5.651182 53.240247, 5.651236 53.240263, 5.651253 53.240383, 5.651302 53.240401, 5.65137 53.240429, 5.652073 53.240653, 5.652391 53.240747, 5.652473 53.240769, 5.652584 53.240757, 5.652657 53.240678, 5.653603 53.240986, 5.653858 53.240695, 5.653475 53.240575, 5.653615 53.240427, 5.654096 53.24058, 5.654138 53.240533, 5.654279 53.240575, 5.654218 53.240651, 5.65419 53.240681, 5.654178 53.240677, 5.654093 53.240776, 5.654137 53.240791, 5.653892 53.24108, 5.653838 53.241135, 5.653958 53.241175, 5.654411 53.241324, 5.654556 53.241368)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2017-07-01;sportterrein, sportcomplex;0;30659;18050;sportpark unia;1975;177559.0;580736.0;riemer veemanstrjitte 40;9034hc;marsum;waadhoeke;friesland;0;3;voetbal;0;BU19493400;GM1949;9034;9034HC;BU19493400;GM1949;9034;9034HC;BU19493400;GM1949;9034;9034HC;False;False;False;53.213250855416305;5.724894335045858;MULTIPOLYGON (((5.724614 53.21301, 5.724709 53.212949, 5.724721 53.212942, 5.724739 53.212939, 5.724752 53.21294, 5.724767 53.212946, 5.724923 53.213037, 5.724991 53.213076, 5.726125 53.213713, 5.72618 53.213721, 5.726212 53.213721, 5.72622 53.213721, 5.726232 53.213721, 5.726308 53.213702, 5.726732 53.213526, 5.72718 53.213251, 5.727095 53.213192, 5.726305 53.212725, 5.725675 53.212354, 5.725521 53.212433, 5.725471 53.2124, 5.724923 53.21269, 5.72459 53.212856, 5.724494 53.212908, 5.724376 53.21282, 5.724121 53.212952, 5.723613 53.212604, 5.723542 53.212553, 5.722594 53.213064, 5.722622 53.213089, 5.724523 53.214201, 5.724582 53.214211, 5.724769 53.214194, 5.725648 53.213799, 5.724614 53.21301)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2024-01-01;sportterrein, sportcomplex;0;191179;18007;sportpark nylan i;0;180867.0;578398.0;middelzeelaan 14;8931ak;leeuwarden;leeuwarden;friesland;3;7;voetbal;0;BU00804101;GM0080;8931;8931AK;BU00804101;GM0080;8931;8931AK;BU00804101;GM0080;8931;8931AK;False;False;False;53.19087916071381;5.7756012761188;MULTIPOLYGON (((5.772548 53.189172, 5.772462 53.189657, 5.772988 53.189712, 5.773305 53.189734, 5.773303 53.189759, 5.773363 53.18976, 5.773614 53.189764, 5.773615 53.189886, 5.77239 53.190021, 5.77228 53.190036, 5.772212 53.190045, 5.772189 53.190066, 5.772222 53.19031, 5.772329 53.190659, 5.772431 53.190914, 5.772526 53.191118, 5.772613 53.191258, 5.772908 53.19166, 5.773218 53.192, 5.773405 53.192188, 5.773661 53.192415, 5.773714 53.192452, 5.773928 53.192548, 5.774665 53.192822, 5.774947 53.193029, 5.775064 53.193107, 5.775351 53.193297, 5.775818 53.193515, 5.776783 53.1939, 5.776851 53.193889, 5.777376 53.193439, 5.777921 53.193, 5.778442 53.19263, 5.779048 53.19225, 5.77952 53.191985, 5.778872 53.191148, 5.778712 53.19094, 5.778678 53.190945, 5.777951 53.191362, 5.77792 53.191362, 5.777889 53.19134, 5.777893 53.191306, 5.77864 53.190803, 5.778442 53.190532, 5.778419 53.190503, 5.778394 53.190471, 5.778164 53.190538, 5.778022 53.190355, 5.777948 53.190261, 5.777632 53.18987, 5.777612 53.189875, 5.777562 53.189888, 5.777529 53.189897, 5.777214 53.189482, 5.77707 53.189524, 5.776724 53.189076, 5.776892 53.189024, 5.77687 53.188996, 5.776896 53.188947, 5.776895 53.188887, 5.776849 53.188729, 5.776728 53.188287, 5.776697 53.18829, 5.776624 53.188014, 5.776514 53.188025, 5.776507 53.18801, 5.776133 53.188043, 5.7761 53.18808, 5.77461 53.188432, 5.774571 53.18842, 5.7744 53.188462, 5.774249 53.188507, 5.774187 53.188572, 5.774079 53.188721, 5.774044 53.188774, 5.773935 53.18878, 5.773771 53.188767, 5.773784 53.188714, 5.773826 53.188582, 5.773796 53.188485, 5.773755 53.188412, 5.77371 53.188347, 5.773589 53.188292, 5.773324 53.188204, 5.773141 53.188159, 5.772991 53.188176, 5.772892 53.188219, 5.772829 53.188287, 5.772728 53.188481, 5.772676 53.188683, 5.772548 53.189172)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2023-01-01;sportterrein, sportcomplex;0;82233;18002;wiarda;2006;183987.0;576851.0;ublingaplantage 6;8939ez;leeuwarden;leeuwarden;friesland;5;1;voetbal;0;BU00807203;GM0080;8939;8939EZ;BU00807203;GM0080;8939;8939EZ;BU00807203;GM0080;8939;8939EZ;False;False;False;53.17776288238617;5.819278676466981;MULTIPOLYGON (((5.817851 53.179428, 5.820554 53.178507, 5.820574 53.178531, 5.820741 53.178464, 5.820632 53.178344, 5.820678 53.178263, 5.82067 53.178243, 5.820682 53.17821, 5.820718 53.178136, 5.820754 53.178121, 5.820818 53.178004, 5.820811 53.177997, 5.821078 53.177498, 5.821115 53.177489, 5.821169 53.17747, 5.821035 53.177328, 5.82143 53.177197, 5.821542 53.177273, 5.821586 53.177288, 5.82163 53.177321, 5.821881 53.177553, 5.822005 53.17767, 5.822154 53.177821, 5.822155 53.17782, 5.822234 53.177768, 5.822776 53.176901, 5.822742 53.176853, 5.822696 53.176816, 5.821565 53.176202, 5.821536 53.176186, 5.82118 53.176223, 5.821083 53.176227, 5.82081 53.176209, 5.820767 53.176213, 5.818817 53.176888, 5.818742 53.176914, 5.816401 53.177723, 5.81603 53.177842, 5.815999 53.177854, 5.815999 53.177855, 5.815997 53.177855, 5.81598 53.177873, 5.815994 53.177886, 5.816037 53.177929, 5.816071 53.177962, 5.816095 53.177998, 5.816099 53.178006, 5.816112 53.178035, 5.816327 53.178265, 5.816362 53.178302, 5.816396 53.178339, 5.816477 53.178425, 5.816629 53.178589, 5.816679 53.178642, 5.816682 53.178646, 5.816772 53.178743, 5.816781 53.178752, 5.816951 53.178933, 5.81699 53.178974, 5.817031 53.179018, 5.817083 53.179073, 5.817188 53.179185, 5.817202 53.179205, 5.81719 53.179221, 5.817141 53.179248, 5.817135 53.179252, 5.817135 53.179254, 5.817129 53.179263, 5.817434 53.17958, 5.817436 53.179583, 5.817437 53.179582, 5.817851 53.179428)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2018-01-01;sportterrein, sportcomplex;0;82041;18003;sportpark cambuur ii;1972;183727.0;579880.0;insulindestraat 27;8921jw;leeuwarden;leeuwarden;friesland;1;6;voetbal;0;BU00802005;GM0080;8921;8921RG;BU00802005;GM0080;8921;8921JW;BU00802005;GM0080;8921;8921JW;False;False;False;53.205696438181285;5.81682910541107;MULTIPOLYGON (((5.818412 53.206695, 5.81971 53.206761, 5.819824 53.206, 5.819846 53.205799, 5.819838 53.205636, 5.819831 53.205539, 5.819792 53.205388, 5.819734 53.205196, 5.819499 53.20484, 5.819456 53.204792, 5.816758 53.204684, 5.816758 53.204693, 5.816758 53.204702, 5.816685 53.204701, 5.816674 53.204878, 5.815715 53.204872, 5.815708 53.204798, 5.815604 53.2048, 5.814645 53.204816, 5.814188 53.204795, 5.814142 53.204793, 5.814134 53.204779, 5.813815 53.204784, 5.813815 53.204794, 5.813813 53.204931, 5.813724 53.20493, 5.813688 53.205334, 5.813462 53.205326, 5.813437 53.205581, 5.813673 53.205588, 5.813629 53.206218, 5.813847 53.206228, 5.813931 53.206282, 5.813919 53.206406, 5.813918 53.206409, 5.814303 53.206427, 5.814302 53.20645, 5.814301 53.206475, 5.814301 53.206481, 5.815672 53.206548, 5.816891 53.206611, 5.818412 53.206695)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2020-01-01;sportterrein, sportcomplex;0;92078;18004;sportpark kalverdijkje-zuid;1990;184453.0;580034.0;kalverdijkje 66;8924jj;leeuwarden;leeuwarden;friesland;0;7;voetbal;0;BU00805002;GM0080;8924;8924JJ;BU00805002;GM0080;8924;8924JJ;BU00805002;GM0080;8924;8924JJ;False;False;False;53.20574190545065;5.829234342297376;MULTIPOLYGON (((5.827915 53.20655, 5.82793 53.206268, 5.828055 53.20627, 5.828055 53.20624, 5.828119 53.206241, 5.828121 53.206203, 5.828623 53.206211, 5.828619 53.206064, 5.828985 53.20607, 5.828986 53.206013, 5.829508 53.206016, 5.829484 53.20647, 5.83056 53.206467, 5.830549 53.206511, 5.83071 53.206514, 5.830709 53.206471, 5.831526 53.206477, 5.831577 53.205609, 5.831586 53.205581, 5.83173 53.205224, 5.831747 53.205001, 5.831473 53.204923, 5.831461 53.204849, 5.829769 53.204825, 5.829739 53.204982, 5.829537 53.204976, 5.829171 53.205184, 5.827904 53.205176, 5.8278 53.205217, 5.827374 53.205392, 5.827268 53.205424, 5.826731 53.205429, 5.826567 53.205432, 5.826484 53.205464, 5.826405 53.20658, 5.82712 53.206616, 5.827662 53.206608, 5.827776 53.206591, 5.827915 53.20655)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
