codering;voedingsgebied_id;voedingsgebied_dekking;voedingsgebied_aantal_pc6
BU00804105;OS SCHENKENSCHANS 10-9i;0.8181818181818182;11
BU00804106;OS SCHENKENSCHANS 10-2i;0.875;8
BU00804107;OS SCHENKENSCHANS 10-2i;1.0;1
BU00804108;OS SCHENKENSCHANS 10-9i;1.0;1
BU00804109;OS SCHENKENSCHANS 10-1i;0.75;4
BU00804110;OS LEEUWARDEN 10-1i;0.6666666666666666;3
BU00805001;OS LEEUWARDEN 10-4i;1.0;51
BU00805002;OS LEEUWARDEN 10-4i;0.9104477611940298;67
BU00805003;OS LEEUWARDEN 10-4i;1.0;2
BU00805101;OS LEEUWARDEN 10-4i;1.0;86
BU00805102;OS LEEUWARDEN 10-4i;1.0;86
BU00805103;OS LEEUWARDEN 10-4i;0.9838709677419355;62
BU00805104;OS LEEUWARDEN 10-1i;1.0;2
BU00805105;OS LEEUWARDEN 10-1i;1.0;5
BU00806001;OS SCHENKENSCHANS 10-2i;1.0;171
BU00806002;OS SCHENKENSCHANS 10-2i;1.0;8
BU00806003;OS SCHENKENSCHANS 10-2i;0.8333333333333334;6
BU00806101;OS SCHENKENSCHANS 10-2i;1.0;49
BU00806102;OS SCHENKENSCHANS 10-2i;0.9285714285714286;28
BU00806201;OS SCHENKENSCHANS 10-2i;1.0;14
BU00806202;OS SCHENKENSCHANS 10-2i;1.0;9
BU00806203;OS SCHENKENSCHANS 10-2i;1.0;6
BU00806204;OS LEEUWARDEN 10-4i;0.9444444444444444;18
BU00806205;OS LEEUWARDEN 10-1i;1.0;3
BU00806206;OS LEEUWARDEN 10-1i;0.9285714285714286;14
BU00806207;OS LEEUWARDEN 10-1i;1.0;14
BU00806208;OS LEEUWARDEN 10-1i;1.0;8
BU00806209;OS LEEUWARDEN 10-1i;1.0;25
BU00806210;OS LEEUWARDEN 10-1i;1.0;5
BU00806301;OS LEEUWARDEN 10-1i;1.0;224
BU00806302;OS LEEUWARDEN 10-1i;1.0;17
BU00806303;OS LEEUWARDEN 10-1i;1.0;3
BU00806304;OS LEEUWARDEN 10-1i;1.0;4
BU00806305;OS LEEUWARDEN 10-1i;1.0;19
BU00806306;OS LEEUWARDEN 10-1i;1.0;5
BU00806307;OS LEEUWARDEN 10-1i;1.0;13
BU00807001;OS SCHENKENSCHANS 10-1i;1.0;110
BU00807002;OS LEEUWARDEN 10-4i;0.509090909090909;55
BU00807003;OS LEEUWARDEN 10-4i;0.9545454545454546;22
BU00807004;OS LEEUWARDEN 10-4i;1.0;30
BU00807101;OS LEEUWARDEN 10-4i;0.8955223880597015;67
BU00807201;OS LEEUWARDEN 10-4i;1.0;10
BU00807202;OS LEEUWARDEN 10-4i;1.0;7
BU00807203;OS LEEUWARDEN 10-4i;1.0;80
BU00807301;OS LEEUWARDEN 10-4i;0.84375;32
BU00807302;OS LEEUWARDEN 10-4i;1.0;9
BU00807303;OS SCHENKENSCHANS 10-1i;1.0;2
BU00807304;OS SCHENKENSCHANS 10-1i;0.5;2
BU00807305;OS LEEUWARDEN 10-4i;1.0;13
BU00807306;OS SCHENKENSCHANS 10-1i;1.0;1
BU00807401;OS SCHENKENSCHANS 10-1i;1.0;4
BU00807402;OS SCHENKENSCHANS 10-1i;1.0;2
BU00807403;OS SCHENKENSCHANS 10-1i;1.0;1
BU00807404;OS SCHENKENSCHANS 10-1i;1.0;1
BU00808001;OS LEEUWARDEN 10-4i;1.0;31
BU00808002;OS LEEUWARDEN 10-4i;1.0;3
BU00808003;OS LEEUWARDEN 10-4i;0.45454545454545453;11
BU00808004;OS LEEUWARDEN 10-1i;1.0;58
BU00808005;OS LEEUWARDEN 10-1i;0.6363636363636364;11
BU00808006;OS LEEUWARDEN 10-1i;1.0;2
BU00808007;OS LEEUWARDEN 10-1i;1.0;31
BU00808008;OS LEEUWARDEN 10-1i;0.7857142857142857;14
BU00808101;OS LEEUWARDEN 10-4i;1.0;13
BU00808102;OS LEEUWARDEN 10-4i;0.7777777777777778;9
BU00808103;OS RAUWERD 10-1i;1.0;38
BU00808104;OS RAUWERD 10-1i;1.0;8
BU00808105;OS RAUWERD 10-1i;1.0;14
BU00808106;OS RAUWERD 10-1i;1.0;6
BU00808107;OS RAUWERD 10-1i;1.0;5
BU00808108;OS RAUWERD 10-1i;0.8571428571428571;7
BU00808109;OS RAUWERD 10-1i;1.0;9
BU00808110;OS RAUWERD 10-1i;1.0;11
BU00808111;OS LEEUWARDEN 10-1i;1.0;2
BU00808112;OS LEEUWARDEN 10-1i;0.9090909090909091;11
BU00808113;OS LEEUWARDEN 10-1i;1.0;3
BU00808114;OS LEEUWARDEN 10-1i;1.0;1
BU00808115;OS RAUWERD 10-1i;1.0;12
BU00808116;OS MARNEZIJL 10-2i;1.0;15
BU00808117;OS MARNEZIJL 10-2i;0.625;8
BU00808201;OS RAUWERD 10-1i;1.0;34
BU00808202;OS RAUWERD 10-1i;1.0;6
BU00808203;OS RAUWERD 10-1i;1.0;1
BU00808204;OS RAUWERD 10-1i;1.0;4
BU00808205;OS RAUWERD 10-1i;1.0;3
BU00808206;OS RAUWERD 10-1i;1.0;207
BU00808207;OS RAUWERD 10-1i;0.9375;16
BU00808208;OS OUDEHASKE 10-2i;0.8636363636363636;44
BU00808209;OS OUDEHASKE 10-2i;0.42857142857142855;7
BU00850101;OS OOSTERWOLDE 10-1i;1.0;6
BU00850102;OS OOSTERWOLDE 10-1i;0.8888888888888888;9
BU00850103;OS OOSTERWOLDE 10-1i;1.0;6
BU00850104;OS OOSTERWOLDE 10-1i;1.0;29
BU00850105;OS OOSTERWOLDE 10-1i;1.0;11
BU00850106;OS OOSTERWOLDE 10-1i;1.0;5
BU00850107;OS OOSTERWOLDE 10-1i;1.0;8
BU00850108;OS OOSTERWOLDE 10-1i;1.0;11
BU00850109;OS OOSTERWOLDE 10-1i;1.0;11
BU00850110;OS OOSTERWOLDE 10-1i;1.0;9
BU00850111;OS OOSTERWOLDE 10-1i;1.0;44
BU00850201;OS OOSTERWOLDE 10-1i;1.0;11
BU00850202;OS OOSTERWOLDE 10-1i;1.0;23
BU00850203;OS OOSTERWOLDE 10-1i;1.0;31
BU00850301;OS OOSTERWOLDE 10-1i;1.0;6
BU00850302;OS OOSTERWOLDE 10-1i;1.0;17
BU00850401;OS OOSTERWOLDE 10-1i;1.0;2
BU00850402;OS OOSTERWOLDE 10-1i;1.0;13
BU00850501;OS OOSTERWOLDE 10-1i;1.0;1
BU00850502;OS OOSTERWOLDE 10-1i;1.0;20
BU00850601;OS OOSTERWOLDE 10-1i;1.0;7
BU00850602;OS OOSTERWOLDE 10-1i;1.0;8
BU00850603;OS OOSTERWOLDE 10-1i;1.0;22
BU00850604;OS OOSTERWOLDE 10-1i;1.0;5
BU00850605;OS OOSTERWOLDE 10-1i;1.0;4
BU00850606;OS OOSTERWOLDE 10-1i;1.0;10
BU00850607;OS OOSTERWOLDE 10-1i;1.0;3
BU00850608;OS OOSTERWOLDE 10-1i;1.0;28
BU00850701;OS OOSTERWOLDE 10-1i;1.0;4
BU00850702;OS OOSTERWOLDE 10-1i;1.0;6
BU00850801;OS OOSTERWOLDE 10-1i;1.0;14
BU00850802;OS OOSTERWOLDE 10-1i;0.7894736842105263;19
BU00850901;OS OOSTERWOLDE 10-1i;1.0;1
BU00850902;OS OOSTERWOLDE 10-1i;0.5;10
BU00851001;OS GORREDIJK 10-1i;1.0;24
BU00851002;OS GORREDIJK 10-1i;1.0;9
BU00851003;OS GORREDIJK 10-1i;1.0;12
BU00851101;OS OOSTERWOLDE 10-1i;0.9545454545454546;22
BU00851102;OS OOSTERWOLDE 10-2i;1.0;4
BU00851103;OS OOSTERWOLDE 10-1i;1.0;21
BU00851104;OS OOSTERWOLDE 10-1i;0.8888888888888888;9
BU00851105;OS OOSTERWOLDE 10-1i;0.6923076923076923;13
BU00851106;OS OOSTERWOLDE 10-2i;1.0;14
BU00851107;OS OOSTERWOLDE 10-2i;0.8235294117647058;17
BU00851108;OS OOSTERWOLDE 10-2i;1.0;21
BU00851109;OS OOSTERWOLDE 10-2i;1.0;7
BU00851110;OS OOSTERWOLDE 10-1i;0.5555555555555556;27
BU00851111;OS OOSTERWOLDE 10-2i;1.0;16
BU00851112;OS OOSTERWOLDE 10-2i;1.0;43
BU00851113;OS OOSTERWOLDE 10-2i;0.5;16
BU00851114;OS OOSTERWOLDE 10-2i;1.0;9
BU00851115;OS OOSTERWOLDE 10-2i;1.0;14
BU00851116;OS OOSTERWOLDE 10-2i;1.0;10
BU00851117;OS OOSTERWOLDE 10-1i;0.6111111111111112;18
BU00851118;OS OOSTERWOLDE 10-1i;0.9259259259259259;27
BU00851201;OS OOSTERWOLDE 10-1i;1.0;2
BU00851202;OS OOSTERWOLDE 10-1i;1.0;10
BU00851301;OS OOSTERWOLDE 10-1i;1.0;8
BU00851302;OS OOSTERWOLDE 10-1i;1.0;13
BU00860101;OS OOSTERWOLDE 10-1i;1.0;7
BU00860102;OS OOSTERWOLDE 10-1i;1.0;29
BU00860103;OS OOSTERWOLDE 10-1i;0.9411764705882353;17
BU00860201;OS DRACHTEN 10-1i;1.0;6
BU00860202;OS DRACHTEN 10-1i;1.0;18
BU00860203;OS DRACHTEN 10-1i;1.0;37
BU00860204;OS DRACHTEN 10-1i;1.0;1
BU00860205;OS DRACHTEN 10-1i;1.0;7
BU00860206;OS DRACHTEN 10-1i;1.0;12
BU00860207;OS DRACHTEN 10-1i;1.0;8
BU00860208;OS DRACHTEN 10-1i;0.8;5
BU00860209;OS DRACHTEN 10-1i;1.0;11
BU00860401;OS DRACHTEN 10-1i;1.0;14
BU00860402;OS DRACHTEN 10-1i;1.0;8
BU00860501;OS GORREDIJK 10-1i;1.0;43
BU00860502;OS GORREDIJK 10-1i;1.0;15
BU00860503;OS GORREDIJK 10-1i;1.0;40
BU00860504;OS GORREDIJK 10-1i;1.0;21
BU00860505;OS GORREDIJK 10-1i;1.0;24
BU00860506;OS GORREDIJK 10-1i;1.0;67
BU00860507;OS GORREDIJK 10-1i;1.0;14
BU00860508;OS GORREDIJK 10-1i;1.0;15
BU00860601;OS GORREDIJK 10-1i;0.9090909090909091;11
BU00860602;OS GORREDIJK 10-1i;0.6470588235294118;17
BU00860701;OS GORREDIJK 10-1i;1.0;2
BU00860702;OS GORREDIJK 10-1i;1.0;7
BU00860801;OS HEERENVEEN 10-1i;0.6153846153846154;13
BU00860802;OS HEERENVEEN 10-1i;0.6;15
BU00860901;OS GORREDIJK 10-1i;1.0;27
BU00860902;OS GORREDIJK 10-1i;0.7692307692307693;13
BU00861001;OS HEERENVEEN 10-1i;1.0;5
BU00861002;OS HEERENVEEN 10-1i;1.0;7
BU00861101;OS DRACHTEN 10-1i;1.0;19
BU00861102;OS DRACHTEN 10-1i;0.8;15
BU00861301;OS OOSTERWOLDE 10-1i;1.0;4
BU00861302;OS OOSTERWOLDE 10-1i;0.6363636363636364;22
BU00861401;OS GORREDIJK 10-1i;0.8181818181818182;11
BU00861402;OS GORREDIJK 10-1i;0.95;20
BU00861501;OS GORREDIJK 10-1i;0.96;25
BU00861502;OS GORREDIJK 10-1i;0.5555555555555556;18
BU00861601;OS DRACHTEN 10-1i;1.0;10
BU00861602;OS DRACHTEN 10-1i;1.0;39
BU00861603;OS DRACHTEN 10-1i;1.0;1
BU00861604;OS DRACHTEN 10-1i;1.0;9
BU00861605;OS DRACHTEN 10-1i;1.0;19
BU00861606;OS DRACHTEN 10-2i;0.8333333333333334;6
BU00861607;OS DRACHTEN 10-1i;1.0;29
BU00861701;OS OOSTERWOLDE 10-1i;1.0;11
BU00861702;OS OOSTERWOLDE 10-1i;1.0;16
BU00861703;OS OOSTERWOLDE 10-1i;1.0;34
BU00880000;OS DOKKUM 10-1i;1.0;55
BU00880009;OS DOKKUM 10-1i;1.0;28
BU00900101;OS DRACHTEN 10-1i;1.0;53
BU00900201;OS DRACHTEN 10-1i;1.0;9
BU00900202;OS DRACHTEN 10-1i;1.0;18
BU00900203;OS DRACHTEN 10-1i;1.0;25
BU00900204;OS DRACHTEN 10-1i;1.0;49
BU00900205;OS DRACHTEN 10-1i;1.0;34
BU00900206;OS DRACHTEN 10-1i;0.8461538461538461;39
BU00900301;OS DRACHTEN 10-1i;0.9473684210526315;19
BU00900302;OS DRACHTEN 10-1i;1.0;50
BU00900303;OS DRACHTEN 10-1i;1.0;18
BU00900304;OS DRACHTEN 10-1i;1.0;19
BU00900401;OS DRACHTEN 10-1i;1.0;15
BU00900402;OS DRACHTEN 10-1i;1.0;18
BU00900403;OS DRACHTEN 10-1i;1.0;23
BU00900404;OS DRACHTEN 10-1i;1.0;25
BU00900405;OS DRACHTEN 10-1i;1.0;21
BU00900406;OS DRACHTEN 10-1i;1.0;46
BU00900501;OS DRACHTEN 10-1i;1.0;16
BU00900502;OS DRACHTEN 10-1i;1.0;2
BU00900601;OS DRACHTEN 10-1i;0.9047619047619048;21
BU00900602;OS DRACHTEN 10-1i;1.0;40
BU00900603;OS DRACHTEN 10-1i;1.0;16
BU00900701;OS DRACHTEN 10-1i;1.0;17
BU00900702;OS DRACHTEN 10-1i;1.0;12
BU00900703;OS DRACHTEN 10-1i;1.0;27
BU00900704;OS DRACHTEN 10-1i;1.0;25
BU00900705;OS DRACHTEN 10-1i;1.0;14
BU00900706;OS DRACHTEN 10-1i;1.0;13
BU00900801;OS DRACHTEN 10-1i;0.9655172413793104;58
BU00900802;OS DRACHTEN 10-1i;0.9830508474576272;59
BU00900803;OS DRACHTEN 10-1i;1.0;14
BU00900901;OS DRACHTEN 10-1i;1.0;21
BU00900902;OS DRACHTEN 10-1i;1.0;15
BU00900903;OS DRACHTEN 10-1i;1.0;35
BU00900904;OS DRACHTEN 10-1i;1.0;20
BU00901001;OS DRACHTEN 10-1i;1.0;39
BU00901002;OS DRACHTEN 10-1i;1.0;11
BU00901003;OS DRACHTEN 10-1i;1.0;32
BU00901004;OS DRACHTEN 10-1i;1.0;39
BU00901101;OS DRACHTEN 10-2i;1.0;29
BU00901201;OS DRACHTEN 10-2i;1.0;16
BU00901202;OS DRACHTEN 10-1i;0.8;5
BU00901301;OS DRACHTEN 10-1i;1.0;19
BU00901302;OS DRACHTEN 10-1i;1.0;40
BU00901303;OS DRACHTEN 10-1i;1.0;22
BU00902104;OS DRACHTEN 10-1i;1.0;34
BU00902105;OS DRACHTEN 10-1i;0.8666666666666667;15
BU00902109;OS DRACHTEN 10-1i;0.9411764705882353;17
BU00902110;OS DRACHTEN 10-1i;0.9636363636363636;55
BU00902114;OS BERGUM CENTRALE 10-1i;1.0;13
BU00902201;OS DRACHTEN 10-1i;1.0;9
BU00902202;OS DRACHTEN 10-1i;1.0;13
BU00902203;OS DRACHTEN 10-1i;1.0;5
BU00902206;OS DRACHTEN 10-1i;1.0;40
BU00902212;OS DRACHTEN 10-1i;1.0;2
BU00902213;OS RAUWERD 10-1i;1.0;4
BU00902215;OS DRACHTEN 10-1i;0.9;10
BU00902216;OS DRACHTEN 10-1i;1.0;7
BU00902307;OS DRACHTEN 10-1i;1.0;43
BU00902308;OS DRACHTEN 10-1i;0.7857142857142857;28
BU00902311;OS DRACHTEN 10-1i;0.6578947368421053;38
BU00930000;OS HERBAYUM 20KV 20-1i;1.0;83
BU00930002;OS HERBAYUM 20KV 20-1i;1.0;8
BU00930110;OS HERBAYUM 20KV 20-1i;1.0;24
BU00930111;OS HERBAYUM 20KV 20-1i;1.0;25
BU00930112;OS HERBAYUM 20KV 20-1i;1.0;3
BU00930213;OS HERBAYUM 20KV 20-1i;1.0;8
BU00930214;OS HERBAYUM 20KV 20-1i;1.0;8
BU00930215;OS HERBAYUM 20KV 20-1i;1.0;3
BU00930316;OS HERBAYUM 20KV 20-1i;1.0;4
BU00930317;OS HERBAYUM 20KV 20-1i;1.0;4
BU00930418;OS HERBAYUM 20KV 20-1i;1.0;4
BU00930419;OS HERBAYUM 20KV 20-1i;1.0;18
BU00930420;OS HERBAYUM 20KV 20-1i;1.0;8
BU00930521;OS HERBAYUM 20KV 20-1i;1.0;2
BU00930522;OS HERBAYUM 20KV 20-1i;1.0;2
BU00930523;OS HERBAYUM 20KV 20-1i;1.0;1
BU00960000;OS HERBAYUM 20KV 20-1i;1.0;43
BU00960009;OS HERBAYUM 20KV 20-1i;1.0;11
BU00980001;OS WOLVEGA 10-2i;1.0;8
BU00980002;OS WOLVEGA 10-2i;1.0;16
BU00980003;OS WOLVEGA 10-2i;1.0;15
BU00980004;OS WOLVEGA 10-2i;1.0;44
BU00980005;OS WOLVEGA 10-2i;1.0;34
BU00980006;OS WOLVEGA 10-2i;1.0;36
BU00980007;OS WOLVEGA 10-2i;1.0;11
BU00980008;OS WOLVEGA 10-2i;1.0;19
BU00980009;OS WOLVEGA 10-2i;1.0;12
BU00980010;OS WOLVEGA 10-2i;1.0;29
BU00980011;OS WOLVEGA 10-2i;1.0;39
BU00980012;OS WOLVEGA 10-2i;1.0;37
BU00980013;OS WOLVEGA 10-2i;1.0;19
BU00980014;OS WOLVEGA 10-2i;1.0;22
BU00980015;OS WOLVEGA 10-2i;1.0;15
BU00980016;OS WOLVEGA 10-2i;1.0;28
BU00980017;OS WOLVEGA 10-2i;1.0;7
BU00980018;OS WOLVEGA 10-2i;1.0;2
BU00980019;OS WOLVEGA 10-2i;1.0;9
BU00980020;OS WOLVEGA 10-2i;1.0;17
BU00980021;OS WOLVEGA 10-2i;1.0;7
BU00980101;OS WOLVEGA 10-2i;1.0;8
BU00980102;OS WOLVEGA 10-2i;1.0;12
BU00980104;OS WOLVEGA 10-2i;1.0;11
BU00980201;OS WOLVEGA 10-2i;1.0;5
BU00980202;OS WOLVEGA 10-2i;0.9090909090909091;11
BU00980301;Lemmer 10kV;1.0;3
BU00980302;Lemmer 10kV;1.0;8
BU00980303;OS WOLVEGA 10-2i;1.0;2
BU00980304;OS WOLVEGA 10-2i;0.7692307692307693;13
BU00980305;OS WOLVEGA 10-2i;1.0;8
BU00980401;OS WOLVEGA 10-2i;1.0;6
BU00980402;OS WOLVEGA 10-2i;0.625;8
BU00980403;OS WOLVEGA 10-2i;0.6666666666666666;12
BU00980501;OS WOLVEGA 10-2i;1.0;6
BU00980502;OS WOLVEGA 10-2i;1.0;8
BU00980601;OS WOLVEGA 10-2i;1.0;1
BU00980602;OS WOLVEGA 10-2i;0.8125;16
BU00980701;OS WOLVEGA 10-2i;0.9230769230769231;26
BU00980702;OS WOLVEGA 10-2i;1.0;6
BU00980801;OS WOLVEGA 10-2i;1.0;16
BU00980802;OS WOLVEGA 10-2i;0.9473684210526315;19
BU00980901;OS WOLVEGA 10-2i;1.0;1
BU00980902;OS WOLVEGA 10-2i;1.0;9
BU00980903;OS WOLVEGA 10-2i;1.0;7
BU00981001;OS WOLVEGA 10-2i;1.0;11
BU00981002;OS WOLVEGA 10-2i;1.0;8
BU00981003;OS WOLVEGA 10-2i;1.0;20
BU00981004;OS WOLVEGA 10-2i;1.0;15
BU00981005;OS WOLVEGA 10-2i;1.0;43
BU00981006;OS WOLVEGA 10-2i;1.0;1
BU00981007;OS WOLVEGA 10-2i;1.0;3
BU00981008;OS WOLVEGA 10-2i;1.0;12
BU00981009;OS WOLVEGA 10-2i;1.0;24
BU00981101;OS WOLVEGA 10-2i;1.0;3
BU00981102;OS WOLVEGA 10-2i;1.0;15
BU00981201;OS WOLVEGA 10-2i;1.0;14
BU00981301;OS WOLVEGA 10-2i;1.0;11
BU00981302;OS WOLVEGA 10-2i;0.8181818181818182;22
BU00981401;OS GORREDIJK 10-1i;1.0;4
BU00981402;OS WOLVEGA 10-2i;0.5;10
BU00981501;OS WOLVEGA 10-2i;1.0;25
BU00981502;OS WOLVEGA 10-2i;1.0;12
BU01060000;MAK;1.0;24
BU01060001;MAK;1.0;5
BU01060002;MAK;1.0;16
BU01060003;MAK;1.0;31
BU01060004;MAK;1.0;28
BU01060005;MAK;0.9850746268656716;67
BU01060006;ZYV;0.8333333333333334;12
BU01060007;ZYV;1.0;7
BU01060008;ZYV;0.6666666666666666;18
BU01060009;MAK;0.5714285714285714;7
BU01060010;MAK;1.0;27
BU01060011;MAK;1.0;22
BU01060012;MAK;1.0;10
BU01060100;ZYV;1.0;39
BU01060101;ZYV;1.0;26
BU01060102;ZYV;1.0;46
BU01060103;ZYV;1.0;29
BU01060104;ZYV;0.5333333333333333;15
BU01060105;MAK;1.0;24
BU01060200;ZYV;1.0;59
BU01060201;ZYV;0.9090909090909091;22
BU01060202;ZYV;0.8545454545454545;55
BU01060203;MAK;0.9761904761904762;42
BU01060204;MAK;1.0;18
BU01060205;MAK;1.0;60
BU01060302;MAK;1.0;5
BU01060303;MAK;1.0;12
BU01060304;MAK;1.0;31
BU01060305;MAK;1.0;63
BU01060306;MAK;1.0;11
BU01060307;MAK;1.0;69
BU01060308;MAK;1.0;41
BU01060309;MAK;1.0;3
BU01060310;MAK;1.0;13
BU01060311;MAK;1.0;2
BU01060400;ZYV;1.0;11
BU01060401;ZYV;0.9743589743589743;39
BU01060402;ZYV;0.7142857142857143;35
BU01060403;MAK;1.0;2
BU01060500;MAK;1.0;6
BU01060501;ZYV;1.0;1
BU01060502;ZYV;1.0;34
BU01060503;ZYV;1.0;49
BU01060504;ZYV;1.0;21
BU01060505;ZYV;1.0;1
BU01060506;ZYV;1.0;5
BU01060507;ZYV;1.0;2
BU01060508;ZYV;1.0;20
BU01060509;ZYV;1.0;3
BU01060600;MAK;1.0;25
BU01060601;MAK;1.0;42
BU01060602;MAK;1.0;56
BU01060603;MAK;1.0;37
BU01060604;MAK;1.0;8
BU01060700;MAK;1.0;15
BU01060701;MAK;1.0;14
BU01060702;MAK;1.0;11
BU01060703;MAK;1.0;11
BU01060704;MAK;1.0;20
BU01060705;MAK;1.0;21
BU01060706;MAK;1.0;18
BU01060707;MAK;1.0;28
BU01060708;MAK;1.0;15
BU01060709;MAK;1.0;14
BU01060710;MAK;1.0;28
BU01060711;MAK;1.0;17
BU01060712;MAK;1.0;8
BU01060713;MAK;1.0;8
BU01060714;MAK;1.0;7
BU01060715;MAK;1.0;13
BU01060716;MAK;1.0;5
BU01060717;MAK;1.0;5
BU01060800;ZYV;1.0;18
BU01060801;ZYV;1.0;13
BU01060802;ZYV;1.0;6
BU01060803;ZYV;1.0;14
BU01060804;ZYV;1.0;21
BU01060805;ZYV;1.0;15
BU01060806;ZYV;1.0;10
BU01060807;ZYV;1.0;15
BU01060808;ZYV;1.0;10
BU01060809;ZYV;1.0;7
BU01060810;ZYV;1.0;13
BU01060811;ZYV;1.0;3
BU01060812;ZYV;1.0;1
BU01060813;ZYV;1.0;4
BU01060815;ZYV;1.0;18
BU01060816;ZYV;1.0;18
BU01060817;ZYV;1.0;10
BU01060899;ZYV;1.0;3
BU01069900;MAK;1.0;8
BU01069901;MAK;1.0;5
BU01069902;MAK;1.0;5
BU01069903;MAK;1.0;4
BU01069904;MAK;1.0;1
BU01069905;ZYV;0.5;2
BU01069906;MAK;1.0;5
BU01069907;MAK;0.75;4
BU01069909;ZYV;1.0;7
BU01069910;ZYV;1.0;6
BU01069911;ZYV;1.0;10
BU01069912;ZYV;1.0;1
BU01069913;MAK;1.0;4
BU01069914;MAK;0.6666666666666666;3
BU01069915;MAK;1.0;1
BU01069916;MAK;1.0;3
BU01069917;MAK;1.0;2
BU01069918;MAK;1.0;5
BU01091000;CVD;1.0;80
BU01091001;CVD;1.0;47
BU01091002;CVD;1.0;40
BU01091003;CVD;1.0;93
BU01091004;CVD;1.0;64
BU01091006;CVD;1.0;3
BU01091007;CVD;1.0;39
BU01091008;CVD;1.0;38
BU01091009;CVD;1.0;10
BU01091010;CVD;1.0;6
BU01091011;CVD;1.0;9
BU01091012;CVD;1.0;12
BU01091013;CVD;1.0;6
BU01091014;CVD;1.0;4
BU01091015;CVD;1.0;19
BU01091116;CVD;1.0;14
BU01091117;CVD;1.0;16
BU01091218;CVD;1.0;2
BU01091219;CVD;1.0;2
BU01091320;VO;1.0;2
BU01091421;VO;1.0;4
BU01092022;CVD;1.0;103
BU01092023;CVD;0.96;25
BU01092024;CVD;1.0;9
BU01092025;CVD;1.0;12
BU01092026;CVD;1.0;14
BU01092027;CVD;1.0;14
BU01092028;CVD;0.5;6
BU01092029;CVD;0.8333333333333334;6
BU01092030;CVD;1.0;7
BU01092031;CVD;1.0;4
BU01093032;CVD;1.0;48
BU01093033;CVD;1.0;11
BU01093034;CVD;1.0;12
BU01093035;CVD;1.0;8
BU01093036;CVD;0.8;5
BU01093037;CVD;0.7777777777777778;9
BU01093038;HGV;1.0;16
BU01093039;HGV;1.0;25
BU01093068;CVD;1.0;7
BU01094040;BGMR;1.0;79
BU01094041;BGMR;1.0;1
BU01094042;BGMR;1.0;12
BU01094043;BGMR;1.0;13
BU01094044;BGMR;0.5;2
BU01094045;BGMR;0.5;6
BU01094046;BGMR;1.0;11
BU01094047;EMW;0.98;50
BU01094048;EMW;1.0;6
BU01094049;EMW;1.0;5
BU01094050;BGMR;1.0;1
BU01094051;BGMR;0.5;8
BU01094052;VO;1.0;5
BU01094053;BGMR;1.0;12
BU01094054;BGMR;1.0;1
BU01094055;VO;1.0;3
BU01094056;VO;1.0;7
BU01094057;BGMR;1.0;15
BU01095058;BL;1.0;9
BU01095059;BL;0.8571428571428571;56
BU01095060;BL;0.8;10
BU01095061;BL;1.0;15
BU01095062;BL;0.8181818181818182;11
BU01095063;BL;1.0;5
BU01095064;BL;1.0;4
BU01095065;BGMR;1.0;3
BU01095066;BGMR;1.0;7
BU01095067;BL;0.875;8
BU01140100;EMW;1.0;17
BU01140101;EMW;1.0;65
BU01140102;EMW;1.0;8
BU01140103;EMW;1.0;8
BU01140104;MSKZ;0.8888888888888888;9
BU01140106;EMW;1.0;5
BU01140109;EMW;0.6842105263157895;19
BU01140200;MSKZ;1.0;8
BU01140206;EMW;0.6666666666666666;3
BU01140208;MSKZ;0.75;4
BU01140209;EMW;0.5;16
BU01140300;EMW;1.0;148
BU01140301;EMW;1.0;56
BU01140302;EMW;0.6666666666666666;9
BU01140303;EMW;0.6923076923076923;13
BU01140309;EMW;0.92;25
BU01140400;KZVZ;1.0;32
BU01140401;KZVZ;1.0;4
BU01140402;KZVZ;1.0;6
BU01140408;KZVZ;1.0;1
BU01140409;KZVZ;1.0;13
BU01140500;KZVZ;1.0;33
BU01140502;BGMR;0.8333333333333334;6
BU01140503;KZVZ;1.0;1
BU01140504;KZVZ;1.0;1
BU01140509;KZVZ;0.8;5
BU01140600;VO;1.0;138
BU01140601;VO;1.0;6
BU01140608;VO;1.0;10
BU01140609;VO;1.0;11
BU01140700;VO;1.0;100
BU01140701;VO;1.0;4
BU01140702;VO;1.0;10
BU01140707;VO;1.0;1
BU01140708;BGMR;1.0;1
BU01140709;VO;0.9;20
BU01140800;KZVZ;1.0;135
BU01140801;KZVZ;0.9625;160
BU01140802;VO;1.0;3
BU01140803;KZVZ;1.0;8
BU01140804;KZVZ;1.0;2
BU01140806;VO;1.0;2
BU01140807;KZVZ;1.0;12
BU01140809;KZVZ;0.5263157894736842;19
BU01140900;KZVZ;1.0;76
BU01140901;KZVZ;1.0;5
BU01140909;KZVZ;1.0;4
BU01141000;VO;1.0;119
BU01141001;VO;1.0;5
BU01141002;VO;1.0;4
BU01141003;VO;1.0;15
BU01141004;VO;1.0;8
BU01141009;VO;1.0;15
BU01141300;VO;1.0;66
BU01141308;VO;1.0;2
BU01141309;VO;1.0;3
BU01142100;VO;1.0;20
BU01142101;VO;1.0;4
BU01142102;VO;1.0;5
BU01142109;VO;1.0;9
BU01143200;VO;1.0;37
BU01143201;VO;1.0;3
BU01143209;VO;1.0;6
BU01144000;BGMR;0.625;160
BU01144100;EMW;1.0;44
BU01144101;EMW;0.723404255319149;47
