PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
412;NL-201000111;Strabag Asfalt;Strabag B.V.;HERTEN;2568;2644;3557;3111;3539;2162;2147;2454;2714;2374;2667;3840;3229;BU09570702;GM0957;6049.0;6049GT;BU09570702;GM0957;6049.0;6049GT;BU09570702;GM0957;6049.0;6049GT;False;False;False;51.16704046804992;5.963934592348334;WarmteAtlas:CO2emissieETSbedrijven;;;
413;NL-201000113;Asfalt Productie Hoogblokland;Gebr. Van Kessel Wegenbouw B.V.;HOOGBLOKLAND;6039;5825;5327;4360;5475;4678;7766;6148;5831;5540;5658;7856;7972;BU19780701;GM1978;4221.0;4221XX;BU19780701;GM1978;4221.0;4221XX;BU19780701;GM1978;4221.0;4221XX;False;False;False;51.890249218055644;4.994886033015635;WarmteAtlas:CO2emissieETSbedrijven;;;
414;NL-201000114;Asfaltproductie Kootstertille (APK);B.V. Asfalt Productie Kootstertille (A.P.K.);KOOTSTERTILLE;5143;4833;3269;4572;3534;2821;3085;2951;2763;2991;3007;3365;2682;BU00590002;GM0059;9288.0;9288CA;BU00590002;GM0059;9288.0;9288CA;BU00590002;GM0059;9288.0;9288CA;False;False;False;53.20617334965935;6.090603627084696;WarmteAtlas:CO2emissieETSbedrijven;;;
415;NL-201000116;Asfalt Productie Nijmegen;Asfalt Produktie Nijmegen (A.P.N.) B.V.;NIJMEGEN;1972;2090;2470;3075;2217;1691;2754;2274;2085;1351;2293;0;0;BU02680425;GM0268;6541.0;6541CX;BU02680425;GM0268;6541.0;6541CX;BU02680425;GM0268;6541.0;6541CX;False;False;False;51.84587744032146;5.826297154117085;WarmteAtlas:CO2emissieETSbedrijven;;;
416;NL-201000117;Asfalt Productie Rasenberg Infra B.V.;Strukton Civiel Zuid B.V.;BREDA;2971;4895;2216;2149;1682;1700;821;0;0;0;0;0;0;BU07580105;GM0758;4825.0;4825AK;BU07580105;GM0758;4825.0;4825AK;BU07580105;GM0758;4825.0;4825AK;False;False;False;51.60373376340191;4.765340997162371;WarmteAtlas:CO2emissieETSbedrijven;;;
417;NL-201000118;Asfalt Productie Westerbroek b.v.;Asfalt Productie Westerbroek b.v.;WESTERBROEK;3413;4137;2853;2847;4051;2795;4407;3014;3394;3357;3305;3210;3423;BU19520804;GM1952;9608.0;9608PZ;BU19520804;GM1952;9608.0;9608PZ;BU19520804;GM1952;9608.0;9608PZ;False;False;False;53.17206996511844;6.690950916316162;WarmteAtlas:CO2emissieETSbedrijven;;;
418;NL-201000120;Brabantse Asfalt Centrale B.V. (BAC);Brabantse Asfalt Centrale B.V.;HELMOND;4614;3711;3269;3640;3140;2649;2776;1354;12;0;0;0;0;BU07942901;GM0794;5705.0;5705BK;BU07942901;GM0794;5705.0;5705BK;BU07942901;GM0794;5705.0;5705BK;False;False;False;51.4683933387652;5.668313213022333;WarmteAtlas:CO2emissieETSbedrijven;;;
419;NL-201000122;Haagse Asfaltcentrale (HAC);Haagse Asfaltcentrale (HAC) B.V.;DEN HAAG;5146;4712;3446;4145;2887;3041;2663;2440;0;0;0;0;0;BU05183960;GM0518;2516.0;2516AK;BU05183960;GM0518;2516.0;2516AK;BU05183960;GM0518;2516.0;2516AK;False;False;False;52.067660935513544;4.343285260688029;WarmteAtlas:CO2emissieETSbedrijven;;;
420;NL-201000124;NAM B.V. Grijpskerk USG;Nederlandse Aardolie Maatschappij B.V.;GRIJPSKERK;6802;5006;7430;16383;10591;13452;6077;3583;4059;5369;3827;2650;3010;BU19691509;GM1969;9843.0;9843TK;BU19691509;GM1969;9843.0;9843TK;BU19691509;GM1969;9843.0;9843TK;False;False;False;53.28298771756271;6.3044507752709595;WarmteAtlas:CO2emissieETSbedrijven;;;
421;NL-201000125;NAM B.V. Norg USG;Nederlandse Aardolie Maatschappij B.V.;LANGELO;6691;6539;12760;6952;7003;7424;6131;4579;4682;2341;2086;4262;3634;BU16990410;GM1699;9333.0;9333PT;BU16990410;GM1699;9333.0;9333PT;BU16990410;GM1699;9333.0;9333PT;False;False;False;53.090047349170646;6.4305354097662955;WarmteAtlas:CO2emissieETSbedrijven;;;
422;NL-201000126;Noordgastransport B.V.;Noordgastransport B.V.;UITHUIZEN;14207;12598;12106;10914;9880;8979;8187;8513;10186;12656;12568;10729;11827;BU19661201;GM1966;9981.0;9981VG;BU19661201;GM1966;9981.0;9981VG;BU19661201;GM1966;9981.0;9981VG;False;False;False;53.45853783887091;6.695640464828489;WarmteAtlas:CO2emissieETSbedrijven;;;
423;NL-201000127;Ooms Producten bv;Ooms Producten B.V.;SCHAGEN;3312;3220;3465;3905;4264;3869;3336;3407;1989;0;0;0;0;BU04411680;GM0441;1742.0;1742PB;BU04411680;GM0441;1742.0;1742PB;BU04411680;GM0441;1742.0;1742PB;False;False;False;52.796317118545744;4.781156160032147;WarmteAtlas:CO2emissieETSbedrijven;;;
424;NL-201000150;Asfaltcentrale Twente B.V.;Asfaltcentrale Twente B.V.;HENGELO;2904;2311;2508;2667;3279;2918;3170;2944;3295;2073;1987;2175;2672;BU01640603;GM0164;7553.0;7553GG;BU01640603;GM0164;7553.0;7553GG;BU01640603;GM0164;7553.0;7553GG;False;False;False;52.25010209372483;6.7855366160277;WarmteAtlas:CO2emissieETSbedrijven;;;
425;NL-201100006;Steinzeug-Keramo BV;Steinzeug-Keramo B.V.;BELFELD;4693;2505;0;0;0;0;0;0;0;0;0;0;0;BU09835103;GM0983;5951.0;5951AW;BU09835103;GM0983;5951.0;5951AW;BU09835103;GM0983;5951.0;5951AW;False;False;False;51.308541059957356;6.1080885623297485;WarmteAtlas:CO2emissieETSbedrijven;;;
426;NL-201100008;Holland Malt B.V. locatie Eemshaven;Holland Malt B.V.;EEMSHAVEN;17625;17541;17969;16749;16692;27656;33294;30913;31992;31730;30280;11204;732;BU19661401;GM1966;9979.0;9979XJ;BU19661401;GM1966;9979.0;9979XJ;BU19661401;GM1966;9979.0;9979XJ;False;False;False;53.45187741846693;6.828844921274842;WarmteAtlas:CO2emissieETSbedrijven;;;
427;NL-201100010;LyondellBasell Covestro Manufact. Maasvlakte VOF;LyondellBasell Covestro Manufacturing Maasvlakte V.O.F;MAASVLAKTE ROTTERDAM;10996;11749;11880;12356;12809;13469;11371;11057;13667;10247;7653;7782;14620;BU05992308;GM0599;3199.0;3199KB;BU05992308;GM0599;3199.0;3199KB;BU05992308;GM0599;3199.0;3199KB;False;False;False;51.96539997633291;4.016233188395798;WarmteAtlas:CO2emissieETSbedrijven;;;
428;NL-201100011;Moerdijk Production Site Basell Benelux B.V.;Basell Benelux B.V.;MOERDIJK;13006;18737;21699;11404;10063;10751;13800;8124;11773;10076;9786;12976;7791;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;BU17090303;GM1709;4782.0;4782SJ;False;False;False;51.66701906230219;4.5752097668182845;WarmteAtlas:CO2emissieETSbedrijven;;;
429;NL-201100012;Shell Nederland Chemie B.V., vestiging Pernis;SHELL Nederland Chemie B.V.;HOOGVLIET-ROTTERDAM;39690;32607;27193;26940;26648;30323;35895;30893;41337;44904;25171;29984;16714;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.87603967796636;4.346615527791536;WarmteAtlas:CO2emissieETSbedrijven;;;
430;NL-201100013;Wienerberger Dakpannenfabriek Janssen Dings;Wienerberger B.V.;TEGELEN;10823;10071;11634;11478;11818;10633;11074;10739;11363;11403;11814;9037;10883;BU09833203;GM0983;5932.0;5932CS;BU09833203;GM0983;5932.0;5932CS;BU09833203;GM0983;5932.0;5932CS;False;False;False;51.33976428064407;6.148378221181784;WarmteAtlas:CO2emissieETSbedrijven;;;
431;NL-201100014;Wienerberger Dakpannenfabriek Narvik Deest;Wienerberger B.V.;DEEST;8313;8048;8143;7996;7754;8982;6246;7300;9335;9564;9383;8946;9588;BU02250301;GM0225;6653.0;6653AD;BU02250303;GM0225;6653.0;6653AD;BU02250303;GM0225;6653.0;6653AD;True;False;False;51.89118312523426;5.673728227734942;WarmteAtlas:CO2emissieETSbedrijven;;;
432;NL-201100015;Wienerberger Dakpannenfabriek Narvik Tegelen;Wienerberger B.V.;TEGELEN;6903;8283;9126;8499;9171;8607;8778;8854;8548;9134;8517;5816;8514;BU09833205;GM0983;5932.0;5932NB;BU09833205;GM0983;5932.0;5932NB;BU09833205;GM0983;5932.0;5932NB;False;False;False;51.33644140936779;6.157478548006885;WarmteAtlas:CO2emissieETSbedrijven;;;
433;NL-201100016;Lyondell Chemie Nederland B.V. - Europoort locatie;Lyondell Chemie Nederland B.V.;ROTTERDAM-EUROPOORT;5315;2226;1578;3236;3818;3155;2848;4173;3374;3442;2817;2183;2555;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;False;False;False;51.9207348257669;4.1962954179320375;WarmteAtlas:CO2emissieETSbedrijven;;;
434;NL-201100042;Air Products Nederland B.V., Locatie Botlek;Air Products Nederland B.V.;BOTLEK-ROTTERDAM;545896;616137;605999;631293;641387;747859;766953;612297;738271;502190;627199;483208;619851;BU05992306;GM0599;3197.0;3197KA;BU05992306;GM0599;3197.0;3197KA;BU05992306;GM0599;3197.0;3197KA;False;False;False;51.869442009717645;4.286492229410535;WarmteAtlas:CO2emissieETSbedrijven;;;
435;NL-201100045;Vattenfall Magnum Centrale Eemsmond;Vattenfall Power Generation Netherlands B.V.;Eemshaven;734257;610042;585059;1262111;1597508;1555658;2563489;2246606;1285081;1190899;1100403;437223;961068;BU19661401;GM1966;9979.0;9979XV;BU19661401;GM1966;9979.0;9979XV;BU19661401;GM1966;9979.0;9979XV;False;False;False;53.45129556774378;6.852490118714841;WarmteAtlas:CO2emissieETSbedrijven;;;
436;NL-201100046;Air Liquide Nederland BV - SMR2;Air Liquide Nederland B.V.;BOTLEK-ROTTERDAM;544997;709431;587786;413152;543992;565271;808154;744417;0;0;0;0;0;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;BU05992306;GM0599;3197.0;3197KG;False;False;False;51.884617117179715;4.25731628648803;WarmteAtlas:CO2emissieETSbedrijven;;;
437;NL-201100049;Echter Asfaltcentrale B.V.;Echter Asfaltcentrale B.V.;ECHT;1440;1090;1;0;0;0;0;0;0;0;0;0;0;BU17110548;GM1711;6101.0;6101AB;BU17110548;GM1711;6101.0;6101AB;BU17110548;GM1711;6101.0;6101AB;False;False;False;51.11124352117739;5.854563838449843;WarmteAtlas:CO2emissieETSbedrijven;;;
438;NL-201100050;ExxonMobil Chemical Holland B.V. (RPP);ExxonMobil Chemical Holland B.V.;BOTLEK-ROTTERDAM;49509;48869;32170;41632;43638;44287;27324;35043;36377;37164;27113;36982;30721;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.87479460379199;4.278330301382313;WarmteAtlas:CO2emissieETSbedrijven;;;
439;NL-201100051;Nouryon Industrial Chemicals B.V. (Delfzijl);Nouryon Chemicals B.V.;FARMSUM;3189;3329;2593;2578;3090;2881;2693;2129;2153;1622;1389;1822;1523;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;False;False;False;53.3196070450104;6.943491509137506;WarmteAtlas:CO2emissieETSbedrijven;;;
440;NL-201100052;Asfalt Productie De Eem (APE) B.V.;Asfaltproductie De Eem B.V.;EEMNES;5304;4305;4752;4289;4074;4233;5066;4523;4050;4466;5730;7371;6665;BU03170210;GM0317;3755.0;3755LD;BU03170210;GM0317;3755.0;3755LD;BU03170210;GM0317;3755.0;3755LD;False;False;False;52.223914743250454;5.312096270974215;WarmteAtlas:CO2emissieETSbedrijven;;;
441;NL-201100053;Asfalt Centrale Nijkerk (ACN) B.V.;Asfaltcentrale Hazeleger-van Gelder;NIJKERK;2240;2341;3292;4314;3021;2922;2483;1666;1947;2788;1914;378;4716;BU02670101;GM0267;3861.0;3861RJ;BU02670101;GM0267;3861.0;3861RJ;BU02670101;GM0267;3861.0;3861RJ;False;False;False;52.24007553762444;5.474050938079847;WarmteAtlas:CO2emissieETSbedrijven;;;
442;NL-201100057;Uniper Maasvlakte Powerplant 3;Uniper Benelux N.V.;Maasvlakte Rotterdam;255714;372585;2976984;4665108;0;0;0;0;0;0;0;0;0;BU05992308;GM0599;3199.0;3199LA;BU05992308;GM0599;3199.0;3199LA;BU05992308;GM0599;3199.0;3199LA;False;False;False;51.95501659790077;4.02545441289071;WarmteAtlas:CO2emissieETSbedrijven;;;
443;NL-201100058;Caldic Chemie B.V.;Caldic Chemie B.V.;EUROPOORT ROTTERDAM;14381;14694;13085;14041;13936;12617;13104;12628;13190;11285;10541;8943;8875;BU05992307;GM0599;3198.0;3198LH;BU05992307;GM0599;3198.0;3198LH;BU05992307;GM0599;3198.0;3198LH;False;False;False;51.930101621568376;4.183076828580089;WarmteAtlas:CO2emissieETSbedrijven;;;
444;NL-201100113;Vopak Terminal Amsterdam Westpoort B.V.;Vopak Terminal Amsterdam Westpoort B.V.;AMSTERDAM;65;411;504;58;664;0;0;0;0;0;0;0;0;BU0363BA01;GM0363;1047.0;1047HB;BU0363BA01;GM0363;1047.0;1047HB;BU0363BA01;GM0363;1047.0;1047HB;False;False;False;52.41521205029162;4.740722988590119;WarmteAtlas:CO2emissieETSbedrijven;;;
445;NL-201100140;PGI Nonwovens B.V.;PGI Nonwovens B.V.;Katwijk NB;9243;9794;10300;10233;10963;4066;0;0;0;0;0;0;0;BU19820605;GM1982;5433.0;5433NG;BU19820605;GM1982;5433.0;5433NG;BU19820605;GM1982;5433.0;5433NG;False;False;False;51.75633737716094;5.860084813505541;WarmteAtlas:CO2emissieETSbedrijven;;;
446;NL-201200005;Power Plant Rotterdam B.V.;Power Plant Rotterdam B.V.;MAASVLAKTE-ROTTERDAM;183009;2151686;2784081;3188127;3436408;3211025;2211747;16978;1849985;2490621;1221924;898136;2223444;BU05992308;GM0599;3199.0;3199LB;BU05992308;GM0599;3199.0;3199LB;BU05992308;GM0599;3199.0;3199LB;False;False;False;51.94481364003855;4.072034002426062;WarmteAtlas:CO2emissieETSbedrijven;;;
447;NL-201200101;Century Aluminum Vlissingen BV;Century Aluminum Vlissingen B.V.;RITTHEM;1043;31772;34019;61932;65102;56446;46687;57507;53900;56694;56008;58333;51871;BU07180800;GM0718;4389.0;4389PB;BU07180800;GM0718;4389.0;4389PB;BU07180800;GM0718;4389.0;4389PB;False;False;False;51.46004603243084;3.7020601084427933;WarmteAtlas:CO2emissieETSbedrijven;;;
448;NL-201200104;Agristo B.V.;Agristo B.V.;TILBURG;20493;23074;28036;29233;31935;34045;33011;33492;35737;37885;36992;36542;36637;BU08556004;GM0855;5047.0;5047SX;BU08556004;GM0855;5047.0;5047SX;BU08556004;GM0855;5047.0;5047SX;False;False;False;51.59245189623337;5.017478903286228;WarmteAtlas:CO2emissieETSbedrijven;;;
449;NL-201300107;Gate terminal B.V. (Maasvlakte);Gate terminal B.V.;ROTTERDAM;21;32;41;64;80;36;33;28;0;0;0;0;0;BU05992308;GM0599;3199.0;3199LZ;BU05992308;GM0599;3199.0;3199LZ;BU05992308;GM0599;3199.0;3199LZ;False;False;False;51.97354172256135;4.072705685726281;WarmteAtlas:CO2emissieETSbedrijven;;;
450;NL-201300141;Theo Pouw Secundaire Bouwstoff. B.V loc. Eemshaven;Theo Pouw Secundaire Bouwstoffen B.V.;EEMSHAVEN;0;20435;92747;92831;98815;0;0;0;0;0;0;0;0;BU19661401;GM1966;9979.0;9979XN;BU19661401;GM1966;9979.0;9979XN;BU19661401;GM1966;9979.0;9979XN;False;False;False;53.441568190205125;6.845445592554294;WarmteAtlas:CO2emissieETSbedrijven;;;
451;NL-201300201;Global Switch Amsterdam B.V.;Global Switch Amsterdam B.V.;AMSTERDAM;821;437;457;524;700;710;812;529;895;501;422;1365;302;BU0363FQ09;GM0363;1066.0;1066VH;BU0363FQ09;GM0363;1066.0;1066VH;BU0363FQ09;GM0363;1066.0;1066VH;False;False;False;52.34400095369031;4.828856865004319;WarmteAtlas:CO2emissieETSbedrijven;;;
452;NL-201300325;HulpWarmteCentrale 2;SVP Productie B.V.;PURMEREND;0;1864;7772;4958;4794;5275;3251;2910;5097;3365;4225;3190;4106;BU04390701;GM0439;1441.0;1441LC;BU04390701;GM0439;1441.0;1441LC;BU04390701;GM0439;1441.0;1441LC;False;False;False;52.51138508854835;4.936219851740784;WarmteAtlas:CO2emissieETSbedrijven;;;
453;NL-201300333;Zalco B.V.;Zalco B.V.;VLISSINGEN-OOST;2767;7949;12881;11832;15946;17260;15790;14636;18697;14980;7668;7759;7357;BU07180800;GM0718;4389.0;4389PB;BU07180800;GM0718;4389.0;4389PB;BU07180800;GM0718;4389.0;4389PB;False;False;False;51.46004603243084;3.7020601084427933;WarmteAtlas:CO2emissieETSbedrijven;;;
454;NL-201400402;Asfaltcentrale Harderwijk;KWS Infra B.V.;HARDERWIJK;0;1738;3210;4674;3438;2219;940;704;0;0;0;0;0;BU02431302;GM0243;3846.0;3846BX;BU02431302;GM0243;3846.0;3846BX;BU02431302;GM0243;3846.0;3846BX;False;False;False;52.36416617096609;5.634688719323372;WarmteAtlas:CO2emissieETSbedrijven;;;
455;NL-201400660;Eneco Hulpketelstation Galileistraat;Eneco Warmtenetten B.V.;ROTTERDAM;0;0;0;0;0;0;0;0;0;0;0;0;0;BU05991926;GM0599;3029.0;3029AL;BU05991926;GM0599;3029.0;3029AL;BU05991926;GM0599;3029.0;3029AL;False;False;False;51.91007222945971;4.4236272003081964;WarmteAtlas:CO2emissieETSbedrijven;;;
456;NL-201400662;Kaas- en weipoederfabriek A-ware en Fonterra H.;A-ware Cheese Production B.V.;HEEREVEEN;0;745;14449;17878;19308;19597;22979;28375;25015;25547;28070;28982;26933;BU00740108;GM0074;8448.0;8448CC;BU00740108;GM0074;8448.0;8448CP;BU00740108;GM0074;8448.0;8448CP;False;False;False;52.98152288678204;5.946920609451796;WarmteAtlas:CO2emissieETSbedrijven;;;
457;NL-201400665;Aardwarmte Centrale Den Haag;Uniper Benelux N.V.;DEN HAAG;0;0;36;211;141;341;3539;2620;0;0;0;0;0;BU05183488;GM0518;2545.0;2545CA;BU05183488;GM0518;2545.0;2545CA;BU05183488;GM0518;2545.0;2545CA;False;False;False;52.05420452366399;4.268829100653672;WarmteAtlas:CO2emissieETSbedrijven;;;
458;NL-201500708;Nuon HWC Waalsprong;Vattenfall Warmte N.V.;LENT;0;0;52;260;578;685;692;645;0;0;0;0;0;BU02680970;GM0268;6663.0;6663AD;BU02680970;GM0268;6663.0;6663AD;BU02680970;GM0268;6663.0;6663AD;False;False;False;51.870150127057464;5.857766876092459;WarmteAtlas:CO2emissieETSbedrijven;;;
459;NL-201500713;Erasmus MC;Erasmus Universitair Medisch Centrum Rotterdam (Erasmus MC);ROTTERDAM;0;0;591;7877;7831;8528;8197;7708;8066;7609;6679;5551;5701;BU05990119;GM0599;3015.0;3015AA;BU05990119;GM0599;3015.0;3015AA;BU05990119;GM0599;3015.0;3015AA;False;False;False;51.910940564431215;4.4680679685771425;WarmteAtlas:CO2emissieETSbedrijven;;;
460;NL-201500717;Koole Tankstorage Minerals B.V.;Koole Tankstorage Minerals B.V.;ROTTERDAM-VONDELINGENPLAAT;0;0;1679;13079;13726;13561;13542;15983;14534;0;0;0;0;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.8891043658647;4.358269080665875;WarmteAtlas:CO2emissieETSbedrijven;;;
461;NL-201600740;Equinix AM5;Equinix (Netherlands) B.V.;AMSTERDAM;0;0;0;43;71;94;30;18;0;0;0;0;0;BU0363TA02;GM0363;1101.0;1101EB;BU0363TA02;GM0363;1101.0;1101EB;BU0363TA02;GM0363;1101.0;1101EB;False;False;False;52.30062924039184;4.9419807709801855;WarmteAtlas:CO2emissieETSbedrijven;;;
462;NL-201600741;Digital Realty Wenckebachweg 127;Digital Netherlands 11 B.V.;AMSTERDAM;0;0;0;60;32;23;20;22;0;0;0;0;0;BU0363MQ07;GM0363;1096.0;1096AM;BU0363MQ07;GM0363;1096.0;1096AM;BU0363MQ07;GM0363;1096.0;1096AM;False;False;False;52.33649742700797;4.931996077883505;WarmteAtlas:CO2emissieETSbedrijven;;;
463;NL-201600750;Equinix AM1 & AM2;Equinix (Netherlands) B.V.;AMSTERDAM ZUIDOOST;0;0;0;210;107;170;155;125;0;0;0;0;0;BU0363TA02;GM0363;1101.0;1101EB;BU0363TA02;GM0363;1101.0;1101EB;BU0363TA02;GM0363;1101.0;1101EB;False;False;False;52.30062924039184;4.9419807709801855;WarmteAtlas:CO2emissieETSbedrijven;;;
464;NL-201600753;Equinix AM3;Equinix (Netherlands) B.V.;AMSTERDAM;0;0;0;220;80;83;77;124;0;0;0;0;0;BU0363MN05;GM0363;1098.0;1098XH;BU0363MN05;GM0363;1098.0;1098XH;BU0363MN05;GM0363;1098.0;1098XH;False;False;False;52.354605586499126;4.960374547355649;WarmteAtlas:CO2emissieETSbedrijven;;;
465;NL-201600767;Wetenschappelijk Centrum Watergraafsmeer;Stichting Beheer Wetenschappelijk Centrum Watergraafsmeer;AMSTERDAM;0;0;0;226;614;610;538;580;0;0;0;0;0;BU0363MN04;GM0363;1098.0;1098XG;BU0363MN04;GM0363;1098.0;1098XG;BU0363MN04;GM0363;1098.0;1098XG;False;False;False;52.356216304356835;4.951037932425749;WarmteAtlas:CO2emissieETSbedrijven;;;
466;NL-201600789;TWC VU;Vattenfall Warmte N.V.;AMSTERDAM;0;0;0;0;1976;4617;68;871;1558;0;0;0;0;BU0363KP03;GM0363;1081.0;1081BT;BU0363KP03;GM0363;1081.0;1081BT;BU0363KP03;GM0363;1081.0;1081BT;False;False;False;52.33396108590524;4.862126435989108;WarmteAtlas:CO2emissieETSbedrijven;;;
467;NL-201700802;EdgeConnex Netherlands B.V.;EdgeConneX Netherlands B.V.;SCHIPHOL-RIJK;0;0;0;0;750;128;425;150;0;0;0;0;0;BU03940674;GM0394;1119.0;1119NE;BU03940674;GM0394;1119.0;1119NE;BU03940674;GM0394;1119.0;1119NE;False;False;False;52.28405356979633;4.766108442119232;WarmteAtlas:CO2emissieETSbedrijven;;;
468;NL-201700803;Equinix AM6;Equinix (Netherlands) B.V.;AMSTERDAM;0;0;0;0;99;37;82;53;0;0;0;0;0;BU0363MQ07;GM0363;1096.0;1096AH;BU0363MQ07;GM0363;1096.0;1096AH;BU0363MQ07;GM0363;1096.0;1096AH;False;False;False;52.33703095605291;4.935189237399623;WarmteAtlas:CO2emissieETSbedrijven;;;
469;NL-201700804;Equinix AM4;Equinix (Netherlands) B.V.;AMSTERDAM;0;0;0;0;124;30;59;126;0;0;0;0;0;BU0363MN05;GM0363;1098.0;1098XH;BU0363MN05;GM0363;1098.0;1098XH;BU0363MN05;GM0363;1098.0;1098XH;False;False;False;52.354266603742495;4.961082365060426;WarmteAtlas:CO2emissieETSbedrijven;;;
470;NL-201700807;Danone Nutricia Early Life Nutrition;Nutricia Cuijk B.V.;HAPS;0;0;0;0;0;1329;4964;5842;6468;7503;7305;6921;7259;BU19821305;GM1982;5443.0;5443PR;BU19821305;GM1982;5443.0;5443PR;BU19821305;GM1982;5443.0;5443PR;False;False;False;51.69545134561271;5.883328018029878;WarmteAtlas:CO2emissieETSbedrijven;;;
471;NL-201700808;Philip Morris Holland B.V.;Philip Morris Investments B.V.;BERGEN OP ZOOM;21977;16802;12612;0;7792;23267;19286;18278;15961;14901;16816;6900;0;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;False;False;False;51.50102010460769;4.309677545189323;WarmteAtlas:CO2emissieETSbedrijven;;;
472;NL-201700817;Agro Care WP 17 Exploitatie BV;Agro Care WP17 Exploitatie B.V.;MIDDENMEER;0;0;0;0;0;12009;12330;14901;14830;0;1671;578;69;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.78467137421263;5.062230211822948;WarmteAtlas:CO2emissieETSbedrijven;;;
473;NL-201700818;Maastricht Universitair Medisch Centrum + (MUMC+);Academisch Ziekenhuis Maastricht;MAASTRICHT;0;0;0;0;0;12974;11271;9998;0;0;0;0;0;BU09350600;GM0935;6229.0;6229HX;BU09350600;GM0935;6229.0;6229HX;BU09350600;GM0935;6229.0;6229HX;False;False;False;50.83519396149181;5.713165251247744;WarmteAtlas:CO2emissieETSbedrijven;;;
474;NL-201700820;Leids Universitair Medisch Centrum;Leids Universitair Medisch Centrum (LUMC);LEIDEN;0;0;0;0;0;3781;6723;6281;6629;6063;5698;5447;5952;BU05460700;GM0546;2333.0;2333ZG;BU05460700;GM0546;2333.0;2333ZA;BU05460700;GM0546;2333.0;2333ZA;False;False;False;52.166247198899995;4.478979723073682;WarmteAtlas:CO2emissieETSbedrijven;;;
475;NL-201800826;AMS05 - AMS07;Microsoft Datacenter Netherlands B.V.;MIDDENMEER;0;0;0;0;0;374;451;518;0;0;0;0;0;BU19111080;GM1911;1775.0;1775TB;BU19111080;GM1911;1775.0;1775TB;BU19111080;GM1911;1775.0;1775TB;False;False;False;52.76547918564977;5.038074643663828;WarmteAtlas:CO2emissieETSbedrijven;;;
476;NL-201800827;Green Box Computing BV;Green Box Computing BV;EEMSHAVEN;0;0;0;0;0;0;1043;177;0;0;0;0;0;BU19661401;GM1966;9979.0;9979XT;BU19661401;GM1966;9979.0;9979XT;BU19661401;GM1966;9979.0;9979XT;False;False;False;53.42440738406473;6.86291642912312;WarmteAtlas:CO2emissieETSbedrijven;;;
477;NL-201800835;Bio Energie Centrale Cuijk;BECC BV;KATWIJK;0;0;0;0;0;0;840;768;589;1611;1000;799;668;BU19820605;GM1982;5433.0;5433NG;BU19820605;GM1982;5433.0;5433NG;BU19820605;GM1982;5433.0;5433NG;False;False;False;51.75422724357832;5.852806796320447;WarmteAtlas:CO2emissieETSbedrijven;;;
478;NL-201800839;AMS15, De President;Digital Hoofddorp B.V.;HOOFDDORP;0;0;0;0;0;0;55;16;0;0;0;0;0;BU03940126;GM0394;2132.0;2132PW;BU03940126;GM0394;2132.0;2132PW;BU03940126;GM0394;2132.0;2132PW;False;False;False;52.290435830464396;4.676857968230066;WarmteAtlas:CO2emissieETSbedrijven;;;
479;NL-201800842;Equinix AM7;Equinix (Netherlands) B.V.;AMSTERDAM;0;0;0;0;0;0;62;45;0;0;0;0;0;BU0363TA02;GM0363;1101.0;1101AE;BU0363TA02;GM0363;1101.0;1101AE;BU0363TA02;GM0363;1101.0;1101AE;False;False;False;52.30305864172537;4.937939218057058;WarmteAtlas:CO2emissieETSbedrijven;;;
480;NL-201900855;NDHR1;Yondr Netherlands;MIDDENMEER;0;0;0;0;0;0;0;345;500;640;609;705;236;BU19111090;GM1911;1775.0;1775RG;BU19111090;GM1911;1775.0;1775RG;BU19111090;GM1911;1775.0;1775RG;False;False;False;52.772894510576;5.067326076133446;WarmteAtlas:CO2emissieETSbedrijven;;;
