waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond Binnen;7.79166666665;15.5833333333;880.67;440.33;;BU03730500;GM0373;1935;1935BL;BU03730500;GM0373;1935;1935BL;BU03730500;GM0373;1935;1935BL;False;False;False;52.59697317723924;4.659449712283018;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Schoorl;43.15;89.5;5057.96;2438.56;;BU03730701;GM0373;1871;1871BM;BU03730701;GM0373;1871;1871BM;BU03730701;GM0373;1871;1871BM;False;False;False;52.7067626576107;4.711109792190683;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergen;37.22;106.9;6041.3;2103.43;;BU03730106;GM0373;1862;1862BD;BU03730106;GM0373;1862;1862BD;BU03730106;GM0373;1862;1862BD;False;False;False;52.67525002139354;4.7080754892431065;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond aan de Hoef;43.375;86.75;4902.55;2451.27;;BU03730600;GM0373;1934;1934PM;BU03730600;GM0373;1934;1934PM;BU03730600;GM0373;1934;1934PM;False;False;False;52.62360862536364;4.667503678913603;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond aan Zee;22.125;44.25;2500.72;1250.36;;BU03730400;GM0373;1931;1931GJ;BU03730400;GM0373;1931;1931GJ;BU03730400;GM0373;1931;1931GJ;False;False;False;52.61796429558885;4.625930206807215;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Krim;9.20833333335;18.4166666667;1040.79;520.39;;BU04480107;GM0448;1795;1795JV;BU04480107;GM0448;1795;1795JV;BU04480107;GM0448;1795;1795JV;False;False;False;53.156132111518254;4.852613568882452;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oorsprongweg;13.375;26.75;1511.73;755.86;;BU04480107;GM0448;1795;1795JM;BU04480107;GM0448;1795;1795JM;BU04480107;GM0448;1795;1795JM;False;False;False;53.135999767479866;4.845681052946803;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Leiden;16.3125;32.625;1843.75;921.87;;BU04480107;GM0448;1795;1795JR;BU04480107;GM0448;1795;1795JR;BU04480107;GM0448;1795;1795JR;False;False;False;53.10981689389605;4.817084089460487;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oosterend;4.14583333334;8.29166666667;468.59;234.29;;BU04480002;GM0448;1794;1794BG;BU04480002;GM0448;1794;1794BG;BU04480002;GM0448;1794;1794BG;False;False;False;53.08682912485434;4.877312285396677;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Eendracht;1.4375;2.875;162.47;81.23;;BU04480007;GM0448;1792;1792CG;BU04480007;GM0448;1792;1792CG;BU04480007;GM0448;1792;1792CG;False;False;False;53.04443786987954;4.8313126831404665;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Den Hoorn;4.41666666666;8.83333333333;499.2;249.6;;BU04480005;GM0448;1797;1797AN;BU04480005;GM0448;1797;1797AN;BU04480005;GM0448;1797;1797AN;False;False;False;53.02409015779613;4.75056654694549;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Waal;1.33333333333;2.66666666667;150.7;75.35;;BU04480003;GM0448;1793;1793AJ;BU04480003;GM0448;1793;1793AJ;BU04480003;GM0448;1793;1793AJ;False;False;False;53.07156388326295;4.821326963041989;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Cocksdorp;3.85416666666;7.70833333333;435.62;217.81;;BU04480100;GM0448;1795;1795AG;BU04480100;GM0448;1795;1795AG;BU04480100;GM0448;1795;1795AG;False;False;False;53.158360264073586;4.875958165174941;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Den Burg;20.98;46.5;2627.88;1185.65;;BU04480007;GM0448;1791;1791LA;BU04480007;GM0448;1791;1791LA;BU04480007;GM0448;1791;1791LA;False;False;False;53.049445428284805;4.790770428555702;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. T Horntje;0.75;1.5;84.77;42.38;;BU04480008;GM0448;1797;1797SK;BU04480008;GM0448;1797;1797SK;BU04480008;GM0448;1797;1797SK;False;False;False;53.00609707756739;4.785716015262213;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudeschild;7.60416666665;15.2083333333;859.47;429.73;;BU04480004;GM0448;1792;1792BE;BU04480004;GM0448;1792;1792BE;BU04480004;GM0448;1792;1792BE;False;False;False;53.03410919447431;4.8399790853028835;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Koog;37.9166666667;75.8333333333;2142.8;1071.4;;BU04480009;GM0448;1796;1796MD;BU04480009;GM0448;1796;1796MD;BU04480009;GM0448;1796;1796MD;False;False;False;53.07688467841046;4.77250359124679;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Woude;0.666666666665;1.33333333333;75.35;37.67;;BU03830601;GM0383;1489;1489NC;BU03830601;GM0383;1489;1489NC;BU03830601;GM0383;1489;1489NC;False;False;False;52.54589171800332;4.7768092621782845;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Castricum;63.61;170.8;9652.52;3594.83;;BU03830311;GM0383;1902;1902RP;BU03830311;GM0383;1902;1902RP;BU03830311;GM0383;1902;1902RP;False;False;False;52.53659781619223;4.677580455767268;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Limmen;30.625;61.25;3461.45;1730.72;;BU03830721;GM0383;1906;1906AX;BU03830721;GM0383;1906;1906AX;BU03830721;GM0383;1906;1906AX;False;False;False;52.57658866317782;4.701456176310304;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Akersloot;17.7708333334;35.5416666667;2008.58;1004.29;;BU03830511;GM0383;1921;1921AA;BU03830511;GM0383;1921;1921EV;BU03830511;GM0383;1921;1921EV;False;False;False;52.559865596283906;4.7320510871844075;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Vroonermeer Zuid (Multatulilaan);12.9375;25.875;1462.28;731.14;;BU03611100;GM0361;1822;1822MN;BU03611100;GM0361;1822;1822MN;BU03611100;GM0361;1822;1822MN;False;False;False;52.65519542242039;4.7710568908570465;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Beverkoog;12.9166666667;25.8333333333;1459.93;729.96;;BU03610209;GM0361;1822;1822BC;BU03610209;GM0361;1822;1822BC;BU03610209;GM0361;1822;1822BC;False;False;False;52.64714819464584;4.785411956703779;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudorperdijkje put Oudorperpolder;2.8125;5.625;317.88;158.94;;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;False;False;False;52.62907247497749;4.761393626888005;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan de Heemstraat groot;180.24;329.0;18592.97;10186.01;;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;False;False;False;52.63262117254568;4.728982191620936;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Marken-Binnen;1.77083333333;3.54166666667;200.15;100.07;;BU03611006;GM0361;1536;1536AG;BU03611006;GM0361;1536;1536AG;BU03611006;GM0361;1536;1536AG;False;False;False;52.53143378993284;4.778936606116926;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Smaragdweg;0.9375;1.875;105.96;52.98;;BU03610309;GM0361;1813;1813KZ;BU03610309;GM0361;1813;1813KZ;BU03610309;GM0361;1813;1813KZ;False;False;False;52.61298561486883;4.746189181240462;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Willem de Zwijgerlaan;15.625;31.25;1766.05;883.02;;BU03610101;GM0361;1814;1814KK;BU03610101;GM0361;1814;1814KK;BU03610101;GM0361;1814;1814KK;False;False;False;52.621170967279916;4.746216429327922;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Toermalijnstraat;2.91666666666;5.83333333333;329.66;164.83;;BU03610308;GM0361;1812;1812RL;BU03610308;GM0361;1812;1812RL;BU03610308;GM0361;1812;1812RL;False;False;False;52.60432014174564;4.7448702703108205;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Diamantweg Noord;40.07;87.5;4944.93;2264.49;;BU03610309;GM0361;1812;1812RC;BU03610309;GM0361;1812;1812RC;BU03610309;GM0361;1812;1812RC;False;False;False;52.60981664906785;4.757468632786705;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Diamantweg Zuid;3.75;7.5;423.85;211.92;;BU03610308;GM0361;1812;1812RC;BU03610308;GM0361;1812;1812RC;BU03610308;GM0361;1812;1812RC;False;False;False;52.60204093529378;4.752237515349934;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Romp Zuid;0.0;0.0;0.0;0.0;;BU03610308;GM0361;1812;1812RR;BU03610308;GM0361;1812;1812RR;BU03610308;GM0361;1812;1812RR;False;False;False;52.593773945015265;4.7434915760428025;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Bg. Booster Alkmaar Oost;132.69;307.8;17394.88;7498.78;;BU03611100;GM0361;1822;1822MG;BU03611100;GM0361;1822;1822MG;BU03611100;GM0361;1822;1822MG;False;False;False;52.64953639452821;4.765344350956416;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Grootschermer;1.625;3.25;183.66;91.83;;BU03610906;GM0361;1843;1843JS;BU03610906;GM0361;1843;1843JS;BU03610906;GM0361;1843;1843JS;False;False;False;52.580116373786595;4.849124052031224;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Rijp;25.8333333334;51.6666666667;2919.86;1459.93;;BU03611003;GM0361;1483;1483VK;BU03611003;GM0361;1483;1483VK;BU03611003;GM0361;1483;1483VK;False;False;False;52.552373360669414;4.846526333080157;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Schermerhorn;3.39583333334;6.79166666667;383.82;191.91;;BU03610903;GM0361;1636;1636VH;BU03610903;GM0361;1636;1636VH;BU03610903;GM0361;1636;1636VH;False;False;False;52.601562114063775;4.878814896816609;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan de Heemstraat klein;11.0833333333;22.1666666667;1252.71;626.35;;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;False;False;False;52.6327042716432;4.729058941439011;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Daalmeer;37.6041666667;75.2083333333;4250.29;2125.14;;BU03610701;GM0361;1827;1827BK;BU03610701;GM0361;1827;1827BK;BU03610701;GM0361;1827;1827BK;False;False;False;52.66970057909977;4.76236968714757;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Zuidschermer;0.5625;1.125;63.57;31.78;;BU03610904;GM0361;1846;1846LR;BU03610904;GM0361;1846;1846LR;BU03610904;GM0361;1846;1846LR;False;False;False;52.58434989850753;4.780417746727931;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Stompetoren;7.64583333335;15.2916666667;864.18;432.09;;BU03610902;GM0361;1841;1841JB;BU03610902;GM0361;1841;1841JB;BU03610902;GM0361;1841;1841JB;False;False;False;52.61230098961427;4.820359693213055;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Dr. Scheylaan vrijverval;15.5208333333;31.0416666667;1754.27;877.13;;BU03610200;GM0361;1823;1823AB;BU03610200;GM0361;1823;1823AB;BU03610200;GM0361;1823;1823AB;False;False;False;52.63249556140662;4.7592904117903565;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oterleek;1.02083333333;2.04166666667;115.38;57.69;;BU03610900;GM0361;1842;1842GX;BU03610900;GM0361;1842;1842GX;BU03610900;GM0361;1842;1842GX;False;False;False;52.635873945129305;4.83578044550285;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Zaagmolenbuurt (Hoornsekade) (Rg17);1.85416666667;3.70833333333;209.57;104.78;;BU03610200;GM0361;1823;1823BA;BU03610200;GM0361;1823;1823BA;BU03610200;GM0361;1823;1823BA;False;False;False;52.63554396162772;4.754275909566114;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Wilgenlaan;15.6041666667;31.2083333333;1763.69;881.84;;BU03610201;GM0361;1829;1829HG;BU03610201;GM0361;1829;1829HG;BU03610201;GM0361;1829;1829HG;False;False;False;52.634610098153516;4.779003559686643;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Hooizolder (Rg 29);1.29166666667;2.58333333333;145.99;72.99;;BU03610201;GM0361;1822;1822AD;BU03610201;GM0361;1822;1822AD;BU03610201;GM0361;1822;1822AD;False;False;False;52.64074849746691;4.776110510495777;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Overstad (Huiswaarderplein);3.41666666666;6.83333333333;386.17;193.08;;BU03610803;GM0361;1823;1823CP;BU03610803;GM0361;1823;1823CP;BU03610803;GM0361;1823;1823CP;False;False;False;52.63573318204188;4.751357236794409;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Nollen;2.54166666666;5.08333333333;287.27;143.63;;BU03610208;GM0361;1822;1822AL;BU03610208;GM0361;1822;1822AL;BU03610208;GM0361;1822;1822AL;False;False;False;52.64804056796048;4.777836044106473;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergerweg;1.54166666667;3.08333333333;174.25;87.12;;BU03610409;GM0361;1817;1817ML;BU03610409;GM0361;1817;1817MR;BU03610409;GM0361;1817;1817MR;False;False;False;52.644268357227894;4.724520329332442;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudorperdijkje put Schermereiland;3.79166666666;7.58333333333;428.56;214.28;;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;False;False;False;52.62909747714089;4.761410611491909;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan van Scorelkade BBB;6.5625;13.125;370.87;185.43;;BU03610403;GM0361;1817;1817HJ;BU03610403;GM0361;1817;1817HJ;BU03610403;GM0361;1817;1817HJ;False;False;False;52.64002096411222;4.733286056186021;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oostsanenkade BBB;0.8125;1.625;45.91;22.95;;BU03610402;GM0361;1816;1816CD;BU03610402;GM0361;1816;1816CD;BU03610402;GM0361;1816;1816CD;False;False;False;52.636466723324695;4.732511605902632;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergerhof BBB;2.04166666666;4.08333333333;115.38;57.69;;BU03610403;GM0361;1817;1817BC;BU03610403;GM0361;1817;1817BC;BU03610403;GM0361;1817;1817BC;False;False;False;52.641103937838885;4.742681264005526;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Huiswaard;42.22;168.1;4749.96;1193.0;;BU03610502;GM0361;1824;1824GK;BU03610502;GM0361;1824;1824GK;BU03610502;GM0361;1824;1824GK;False;False;False;52.64605974142018;4.753294631126364;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Haydnlaan;7.6875;15.375;434.44;217.22;;BU03610404;GM0361;1817;1817GN;BU03610404;GM0361;1817;1817GN;BU03610404;GM0361;1817;1817GN;False;False;False;52.6425109597227;4.738388058984368;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Rembrandstraat Kwartier;3.91666666666;7.83333333333;221.34;110.67;;BU03610402;GM0361;1816;1816BX;BU03610402;GM0361;1816;1816BX;BU03610402;GM0361;1816;1816BX;False;False;False;52.63738400266088;4.732616142365185;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord-Holland Zuid;Rg. Oost-Knollendam;1.85416666667;3.70833333333;209.57;104.78;;BU08800002;GM0880;1534;1534NK;BU08800002;GM0880;1534;1534NK;BU08800002;GM0880;1534;1534NK;False;False;False;52.515644953361566;4.790553131384379;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord-Holland Zuid;Rg. Wormer;57.2;114.4;6465.15;3232.57;;BU08800004;GM0880;1531;1531MB;BU08800004;GM0880;1531;1531MB;BU08800004;GM0880;1531;1531MB;False;False;False;52.50125022949783;4.796759440362967;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord-Holland Zuid;Rg. Neck;5.97916666665;11.9583333333;675.8;337.9;;BU08800100;GM0880;1456;1456AM;BU08800100;GM0880;1456;1456AM;BU08800100;GM0880;1456;1456AM;False;False;False;52.50949402164133;4.912255371760107;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Meerweijde;4.29166666666;8.58333333333;485.07;242.53;;BU15980111;GM1598;1713;1713BA;BU15980111;GM1598;1713;1713BA;BU15980111;GM1598;1713;1713BA;False;False;False;52.67480117192699;4.910728805696011;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Overdorpstraat;2.70833333334;5.41666666667;306.11;153.05;;BU15980703;GM1598;1648;1648KH;BU15980703;GM1598;1648;1648KH;BU15980703;GM1598;1648;1648KH;False;False;False;52.63091180991186;4.9417185471990805;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Dwingel;7.70833333335;15.4166666667;871.25;435.62;;BU15980707;GM1598;1648;1648HW;BU15980707;GM1598;1648;1648HW;BU15980707;GM1598;1648;1648HW;False;False;False;52.6254344336628;4.949136556779226;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Wieder;1.20833333333;2.41666666667;136.57;68.28;;BU15980708;GM1598;1648;1648GB;BU15980708;GM1598;1648;1648GB;BU15980708;GM1598;1648;1648GB;False;False;False;52.62361452614456;4.961277239502674;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
