buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU09650003;15;1;15;17;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09650009;121;13;121;140;13;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09650100;18;1;18;91;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09650101;66;3;41;66;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09650102;82;4;31;82;1;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09650103;43;1;18;43;0;1;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU09810000;9;0;9;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09810001;23;1;7;23;0;1;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU09810003;17;1;6;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09810005;7;0;7;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09810006;32;2;32;33;2;2;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU09810007;62;5;62;66;5;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09810008;26;2;26;29;2;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09810009;35;2;35;37;2;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09810100;61;5;48;61;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09860101;0;0;0;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09860102;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860201;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09860202;412;18;1;412;0;18;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09860203;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860301;0;0;0;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09860302;0;0;0;2;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860303;0;0;0;0;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860401;12;1;12;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09860402;30;2;4;30;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860403;24;1;1;24;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860404;18;1;2;18;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860405;67;3;9;67;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860406;36;2;3;36;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09860501;61;1;13;61;0;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU09860900;5;0;5;560;0;24;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU09940000;0;0;0;54;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940001;0;0;0;13;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU09940002;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940003;0;0;0;25;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940004;0;0;0;38;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940005;0;0;0;4;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940006;0;0;0;11;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940007;0;0;0;21;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940008;116;5;27;116;1;5;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09940100;0;0;0;28;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940102;0;0;0;9;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940104;0;0;0;41;0;2;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU09940200;0;0;0;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940201;2;0;2;4;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940202;0;0;0;7;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940203;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940204;65;2;22;65;1;2;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09940205;0;0;0;5;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940206;5;0;2;5;0;0;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09940300;0;0;0;66;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940301;0;0;0;43;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09940302;126;5;30;126;1;5;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09940402;0;0;0;32;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09940405;104;8;12;104;1;8;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09940406;134;10;16;134;1;10;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09940500;0;0;0;0;0;0;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU17290000;88;7;26;88;2;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17290001;17;1;5;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290002;18;1;18;23;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17290003;34;0;12;34;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290009;88;6;88;183;6;12;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU17290100;10;0;10;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17290101;35;1;3;35;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290102;15;1;7;15;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290103;0;0;0;0;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290109;19;1;19;74;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290200;5;0;5;9;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17290201;27;1;3;27;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290202;16;0;2;16;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290209;7;0;7;57;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290300;39;1;12;39;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290301;28;1;5;28;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290302;31;1;7;31;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290309;7;0;7;84;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290400;71;8;17;71;2;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290401;11;1;6;11;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290402;16;2;12;16;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290409;17;2;17;87;2;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290500;6;1;6;9;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17290501;25;2;9;25;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290509;71;6;71;84;6;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290600;17;1;13;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290601;21;0;21;22;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290602;0;0;0;0;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17290603;3;0;3;5;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU18830001;365;25;253;365;16;25;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830008;242;14;242;247;14;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830100;102;2;77;102;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830101;27;1;27;37;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830102;113;4;113;113;4;4;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU18830103;79;2;79;92;2;2;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU18830109;66;2;66;82;2;3;bedrijfsvestigingen_totaal;False;4.0;2026-07-08;2023JJ00
BU18830200;355;36;186;355;19;36;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830201;175;18;135;175;13;18;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU18830202;89;9;62;89;6;9;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU18830203;40;3;33;40;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830204;20;2;20;26;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830205;83;5;70;83;4;5;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU18830208;367;37;367;625;37;64;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830209;146;14;130;146;12;14;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU18830300;90;3;90;106;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830301;27;1;13;27;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU18830400;43;5;43;52;5;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830401;52;3;52;61;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830402;60;7;60;62;7;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830501;276;37;177;276;23;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830502;78;0;76;78;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830503;287;13;287;333;13;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830504;96;3;96;104;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830505;138;3;132;138;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830506;125;8;125;125;8;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830603;92;7;39;92;3;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830604;69;6;26;69;2;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830607;121;9;121;122;9;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU18830609;70;5;70;153;5;12;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU19030200;77;7;77;221;7;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19030201;56;5;28;56;3;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030202;188;17;71;188;6;17;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030204;2;0;2;5;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030304;56;5;30;56;3;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030404;8;1;3;8;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030501;51;4;51;52;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19030502;4;0;4;9;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19030503;17;1;5;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030504;27;1;22;27;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030505;13;1;4;13;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19030509;18;1;18;35;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540000;18;1;18;61;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540001;16;0;16;18;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540002;64;14;64;66;14;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540003;65;0;65;67;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540009;9;0;9;175;0;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540100;236;35;105;236;15;35;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540101;61;9;61;269;9;39;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540102;130;19;67;130;10;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540103;61;9;61;110;9;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540104;63;9;26;63;3;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540200;18;1;18;32;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540201;75;3;59;75;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540300;21;1;21;96;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540301;70;3;42;70;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540302;91;4;38;91;2;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540400;34;2;34;121;2;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540401;17;1;17;137;1;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540402;8;1;8;34;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540500;28;1;28;78;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540501;23;0;23;26;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540502;84;3;84;116;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540503;7;0;5;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540504;112;4;42;112;1;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19540505;65;2;28;65;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540509;70;1;70;76;1;2;bedrijfsvestigingen_totaal;False;6.0;2026-07-08;2023JJ00
BU19540600;37;1;37;63;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540601;68;0;68;98;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19540602;107;1;48;107;0;1;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU19540603;20;0;20;47;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06549998;1056;31;3;1056;0;31;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU06779998;460;19;6;460;0;19;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU06789998;1015;45;3;1015;0;45;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU07039998;2408;116;9;2408;0;116;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU07159998;990;54;10;990;0;54;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU07189998;604;32;9;604;0;32;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU17149998;717;76;5;717;1;76;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU06540101;0;0;0;1;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540102;0;0;0;65;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540201;0;0;0;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540202;17;3;17;154;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540203;169;0;12;169;0;0;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU06540301;0;0;0;3;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540302;2;0;2;67;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540401;0;0;0;2;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540402;0;0;0;41;0;3;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU06540502;59;2;59;401;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540601;0;0;0;4;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06540602;0;0;0;65;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540701;62;3;4;62;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540702;62;4;62;113;4;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06540903;1;0;1;176;0;7;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU06541001;39;6;8;39;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541002;137;19;137;179;19;25;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06541101;0;0;0;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541102;1;0;1;162;0;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06541201;41;1;4;41;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541202;41;1;41;79;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541301;5;0;5;80;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541302;18;1;18;317;1;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06541402;42;4;42;70;4;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06541501;245;42;29;245;5;42;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06541502;119;21;119;349;21;60;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770109;20;2;8;20;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770110;39;3;20;39;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770111;20;2;20;445;2;36;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770203;7;1;7;19;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770204;7;1;7;79;1;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06770501;36;0;21;36;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770502;78;1;78;84;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06770702;22;2;22;33;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06770801;0;0;0;3;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770802;0;0;0;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770803;0;0;0;9;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06770804;0;0;0;3;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06770805;0;0;0;170;0;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06770902;8;0;8;38;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771001;12;1;1;12;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771002;12;1;12;23;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771101;6;0;2;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06771102;6;0;3;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU06771103;64;1;64;71;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771201;21;2;2;21;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771202;56;4;56;75;4;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771301;0;0;0;0;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771302;0;0;0;28;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771401;10;0;1;10;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771402;13;0;13;22;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771501;0;0;0;6;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06771502;0;0;0;24;0;0;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU06771503;0;0;0;40;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU06780009;6;0;6;557;0;24;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU06780209;0;0;0;26;0;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU07030100;0;0;0;21;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030101;0;0;0;16;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030102;0;0;0;12;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030106;0;0;0;29;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030109;0;0;0;479;0;42;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07030500;0;0;0;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030501;0;0;0;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07030509;0;0;0;112;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07150101;266;14;31;266;2;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150201;106;6;106;357;6;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150301;0;0;0;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150401;0;0;0;167;0;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150501;0;0;0;8;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150601;0;0;0;238;0;22;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150701;115;3;22;115;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150801;57;2;57;159;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07150901;8;1;1;8;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151001;14;1;14;21;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151101;7;0;3;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07151201;78;1;78;80;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151301;317;23;59;317;4;23;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07151401;157;11;157;417;11;30;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07151501;56;4;20;56;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07151601;118;8;118;150;8;10;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151701;11;0;2;11;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151801;4;0;4;12;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07151901;12;2;12;145;2;16;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU07152001;21;2;21;83;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07152101;1;0;1;30;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07152102;4;0;4;37;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07152103;14;1;14;45;1;1;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07152104;53;2;41;53;0;2;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU07152105;13;0;13;22;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07152201;81;10;81;177;10;15;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07152202;153;18;81;153;10;18;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07152203;303;37;303;323;37;39;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07152204;233;28;233;259;28;31;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07152301;64;2;54;64;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07152302;50;5;25;50;2;5;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07152303;31;1;31;35;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
